,title,originallink,link,description,pubDate
2,"KB증권, 24시간 실시간 환전 서비스로 거래 증가",https://www.cnbnews.com/news/article.html?no=672243,https://www.cnbnews.com/news/article.html?no=672243,"‘24시간 실시간 환전 서비스’는 환전 가능 시간을 24시간으로 확대한 서비스로, 실시간 시장 <b>환율</b>을... 아울러 해외주식 투자는 투자 결과 및 <b>환율</b> 변동에 따라 원금 손실이 발생할 수 있으며, 이는 투자자에게... ","Tue, 23 Jul 2024 09:42:00 +0900"
3,美 기술주 반등 성공… 코스피도 다시 기지개 [변상이의 개장브리핑],https://biz.newdaily.co.kr/site/data/html/2024/07/23/2024072300048.html,https://biz.newdaily.co.kr/site/data/html/2024/07/23/2024072300048.html,"삼천당제약, 셀트리온제약, 리노공업, 펄어비스도 소폭 오름세다. 서울 외환시장에서 원·달러 <b>환율</b>은 전 거래일(1388.2원)보다 0.8원 뛴 1398.0원에 출발했다. 뉴데일리 변상이","Tue, 23 Jul 2024 09:42:00 +0900"
4,트럼프 집권 땐 한국경제통상무역 '타격'…&quot;선제적 대책 마련해야&quot;,https://www.mediapen.com/news/view/939331,https://www.mediapen.com/news/view/939331,"전문가들은 과거 트럼프 행정부가 무역흑자 규모 등을 토대로 한국을 ‘<b>환율</b>조작국’으로 지정, 각종 무역... 작년 하반기부터 우리나라 경상수지 흑자가 높은 수준을 지속하면서 외환<b>환율</b>관찰 대상국으로 재지정될... ","Tue, 23 Jul 2024 09:42:00 +0900"
5,"미국 증시 훈풍…코스피, 외국인·기관 '사자'",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202407230304&t=NN,https://n.news.naver.com/mnews/article/215/0001172025?sid=101,"주가의 큰 줄기를 결정하는 것은 결국 매크로(연준 통화정책 등) 이슈와 기업 실적이 될 것&quot;이라고 설명했다. 한편, 서울 외환시장에서 원·달러 <b>환율</b>은 전 거래일보다 0.8원 오른 1,389.0원에 출발했다.","Tue, 23 Jul 2024 09:40:00 +0900"
6,"코스피, 美 훈풍에 반등…2790선 회복 시도",http://www.seoulwire.com/news/articleView.html?idxno=616328,http://www.seoulwire.com/news/articleView.html?idxno=616328,따른 주가 복원 국면에 나설 것으로 판단한다&quot;고 분석했다. 같은 시각 서울 외환시장에서 원/달러 <b>환율</b>은 전날 대비 1원 내린 1387.2원으로 거래 중이다. 이날 <b>환율</b>은 전날보다 0.8원 오른 1389원으로 출발했다.,"Tue, 23 Jul 2024 09:34:00 +0900"
7,&quot;대형주 다 올랐다&quot;…美 훈풍에 코스피 2790선 회복[개장시황],https://www.news1.kr/finance/general-stock/5487892,https://n.news.naver.com/mnews/article/421/0007680092?sid=101,증시는 코스피 중심의 안도 랠리가 나타날 가능성 높다&quot;면서도 &quot;추세적 반등보다는 기술적 반등일 가능성이 높다&quot;고 덧붙였다. 서울외환시장에서 달러·원 <b>환율</b>은 전일 대비 0.8원 오른 1389.0원에 출발했다.,"Tue, 23 Jul 2024 09:33:00 +0900"
8,&quot;휴우! 간밤 미 증시 올랐다&quot;…코스피·코스닥 '상승' 출발,http://news.mt.co.kr/mtview.php?no=2024072309302647558,https://n.news.naver.com/mnews/article/008/0005067365?sid=101,"에코프로비엠, 리가켐바이오, HPSP는 1%대 강세다. 에코프로, 리노공업, 펄어비스, 휴젤은 강보합권에서 거래되고 있다. 원/달러 <b>환율</b>은 전거래일 종가(1388.2원·오후3시30분) 대비 0.8원 오른 1389원에 거래를 시작했다.","Tue, 23 Jul 2024 09:32:00 +0900"
9,"코스피, 외인·기관 '사자'에 상승 출발···2790선 회복 시도",https://www.econovill.com/news/articleView.html?idxno=661228,https://www.econovill.com/news/articleView.html?idxno=661228,"93%), 셀트리온제약(0.21%), 리노공업(0.71%), 클래시스(3.14%), 펄어비스(0.54%) 등 대다수 종목이 강세를 보이고 있다. 한편, 이날 서울 외환시장에서 원·달러 <b>환율</b>은 전 거래일 대비 0.8원 오른 1398.0원에 출발했다.","Tue, 23 Jul 2024 09:30:00 +0900"
0,"바이든 사퇴 여파…<b>환율</b>, 장 초반 1380원 중반대로 소폭 하락",http://www.edaily.co.kr/news/newspath.asp?newsid=01685926638957472,https://n.news.naver.com/mnews/article/018/0005795467?sid=101,"원·달러 <b>환율</b>이 1380원 중반대로 소폭 하락하고 있다. 조 바이든 대통령의 대선 불출마로 도널드 트럼프... 사진=AFP 23일 서울외국환중개에 따르면 이날 <b>환율</b>은 오전 9시 20분 기준 전 거래일 종가(1388.2원, 오후 3시... ","Tue, 23 Jul 2024 09:25:00 +0900"
1,[7월 23일 금시세] 살때 '보합' 팔때 '▲ 1000원'…전일 거래액 65억원(50억원...,http://www.topstarnews.net/news/articleView.html?idxno=15521644,http://www.topstarnews.net/news/articleView.html?idxno=15521644,"7월 23일 09시 기준 <b>환율</b>은 1,387원(0.70원↓)으로, 삼성금거래소에 따르면 금 1돈의 국제시세는 살때 288.97달러(400,892.69원), 팔때 289.12달러(401,091.73원)다. ◎ 금시세닷컴에 따르면 7월 23일 9시 현재 순금... ","Tue, 23 Jul 2024 09:24:00 +0900"
2,코스피 오르며 개장,https://www.yna.co.kr/view/PYH20240723034500013?input=1196m,https://n.news.naver.com/mnews/article/001/0014822664?sid=101,"이날 코스피는 전 거래일보다 25.32p(0.92%) 오른 2,788.83으로 개장했다. 원/달러 <b>환율</b>은 0.8원 오른 1,389.0원으로 개장해 하락세로 전환, 코스닥지수는 6.34p(0.78%) 오른 816.30로 시작했다. 2024.7.23","Tue, 23 Jul 2024 09:24:00 +0900"
3,"NDF, 1,385.10/ 1,385.50원…0.25원↓",https://news.einfomax.co.kr/news/articleView.html?idxno=4318148,https://news.einfomax.co.kr/news/articleView.html?idxno=4318148,"달러-엔 <b>환율</b>은 전장 서울환시 마감 무렵 156.578엔에서 157.070엔으로 올랐고, 유로-달러 <b>환율</b>은 1.08910달러를 나타냈다. 달러-위안(CNH) <b>환율</b>은 7.2964위안을 기록했다. kslee2@yna.co.kr 본 기사는 인포맥스 금융정보... ","Tue, 23 Jul 2024 09:24:00 +0900"
4,코스피 오르며 출발,https://www.yna.co.kr/view/PYH20240723033700013?input=1196m,https://n.news.naver.com/mnews/article/001/0014822654?sid=101,"이날 코스피는 전 거래일보다 25.32p(0.92%) 오른 2,788.83으로 개장했다. 원/달러 <b>환율</b>은 0.8원 오른 1,389.0원으로 개장해 하락세로 전환, 코스닥지수는 6.34p(0.78%) 오른 816.30로 시작했다. 2024.7.23","Tue, 23 Jul 2024 09:23:00 +0900"
5,코스피 상승 출발,https://www.yna.co.kr/view/PYH20240723033800013?input=1196m,https://n.news.naver.com/mnews/article/001/0014822655?sid=101,"이날 코스피는 전 거래일보다 25.32p(0.92%) 오른 2,788.83으로 개장했다. 원/달러 <b>환율</b>은 0.8원 오른 1,389.0원으로 개장해 하락세로 전환, 코스닥지수는 6.34p(0.78%) 오른 816.30로 시작했다. 2024.7.23","Tue, 23 Jul 2024 09:23:00 +0900"
6,코스피 상승 출발,https://www.yna.co.kr/view/PYH20240723033600013?input=1196m,https://n.news.naver.com/mnews/article/001/0014822652?sid=101,"이날 코스피는 전 거래일보다 25.32p(0.92%) 오른 2,788.83으로 개장했다. 원/달러 <b>환율</b>은 0.8원 오른 1,389.0원으로 개장해 하락세로 전환, 코스닥지수는 6.34p(0.78%) 오른 816.30로 시작했다. 2024.7.23","Tue, 23 Jul 2024 09:23:00 +0900"
7,코스피 오르며 출발,https://www.yna.co.kr/view/PYH20240723034200013?input=1196m,https://n.news.naver.com/mnews/article/001/0014822658?sid=101,"이날 코스피는 전 거래일보다 25.32p(0.92%) 오른 2,788.83으로 개장했다. 원/달러 <b>환율</b>은 0.8원 오른 1,389.0원으로 개장해 하락세로 전환, 코스닥지수는 6.34p(0.78%) 오른 816.30로 시작했다. 2024.7.23","Tue, 23 Jul 2024 09:23:00 +0900"
8,원/달러 <b>환율</b> 상승 개장해 하락세 전환,https://www.yna.co.kr/view/PYH20240723033500013?input=1196m,https://n.news.naver.com/mnews/article/001/0014822651?sid=101,"이날 코스피는 전 거래일보다 25.32p(0.92%) 오른 2,788.83으로 개장했다. 원/달러 <b>환율</b>은 0.8원 오른 1,389.0원으로 개장해 하락세로 전환, 코스닥지수는 6.34p(0.78%) 오른 816.30로 시작했다. 2024.7.23","Tue, 23 Jul 2024 09:23:00 +0900"
9,코스피 상승 출발,https://www.yna.co.kr/view/PYH20240723033400013?input=1196m,https://n.news.naver.com/mnews/article/001/0014822650?sid=101,"이날 코스피는 전 거래일보다 25.32p(0.92%) 오른 2,788.83으로 개장했다. 원/달러 <b>환율</b>은 0.8원 오른 1,389.0원으로 개장해 하락세로 전환, 코스닥지수는 6.34p(0.78%) 오른 816.30로 시작했다. 2024.7.23","Tue, 23 Jul 2024 09:22:00 +0900"
0,이찬일의 글로벌 경제 브리프 183-1,https://www.woodkorea.co.kr/news/articleView.html?idxno=80356,https://www.woodkorea.co.kr/news/articleView.html?idxno=80356,"실질 GDP 성장률이 발표되자, 일본경제에 약세에 대한 우려로 엔달러 <b>환율</b>은 161엔 후반까지 상승했다.... 뉴노멀 된 고<b>환율</b>… 1400원 상시 위협 올해 2분기 원달러 평균 <b>환율</b>은 1,371원이다. 1분기(1,329원) 보다 42원... ","Tue, 23 Jul 2024 09:20:00 +0900"
1,"[개장시황] 삼전·하이닉스 강세…코스피, 0.92% 상승 출발",https://www.asiatoday.co.kr/view.php?key=20240723010014053,https://www.asiatoday.co.kr/view.php?key=20240723010014053,"05%), 엔켐(4.36%), 셀트리온제약(0.53%), 리노공업(0.71%), 클래시스(4.60%), 펄어비스(0.54%) 등은 오르고 있다.한편 이날 서울 외환시장에서 원·달러 <b>환율</b>은 전 거래일보다 0.7원 내린 1387.5원에 출발했다. 김동민","Tue, 23 Jul 2024 09:20:00 +0900"
2,"코스피·코스닥, 오름세로 장 출발",http://www.hg-times.com/news/articleView.html?idxno=263481,http://www.hg-times.com/news/articleView.html?idxno=263481,"이날 코스피는 전 거래일보다 25.32포인트 오른 2788.83에 시작했으며, 코스닥은 6.34포인트 오른 816.30에 개장했다. 한편, 이날 서울 외환시장에서 원·달러 <b>환율</b>은 전일대비 0.8원 오른 1398.0원에 출발했다.","Tue, 23 Jul 2024 09:20:00 +0900"
3,'돌아온 외국인' 저가 매수세 유입에…코스피 상승 출발,https://www.hankyung.com/article/2024072320996,https://n.news.naver.com/mnews/article/015/0005013071?sid=101,서울외환시장에서 원·달러 <b>환율</b>은 전일 대비 0.6원(0.04%) 내린 달러당 1387.6원에 거래되고 있다. 간밤 뉴욕증시에서 주요 지수는 조 바이든 미국 대통령의 민주당 대선후보 사퇴에 따른 정치 불확실성... ,"Tue, 23 Jul 2024 09:17:00 +0900"
4,"[개장시황]코스피, 외인·기관 '사자'에 1%대 강세…코스닥도 상승 출발",https://www.newsway.co.kr/news/view?ud=2024072309142308997,https://www.newsway.co.kr/news/view?ud=2024072309142308997,"에코프로(0.42%), 에코프로비엠(0.39%), HLB(2.34%) 등도 일제히 오름세다. 한편, 이날 서울 외환시장에서 원·달러 <b>환율</b>은 전 거래일보다 0.8원 오른 1389.0원에 출발했다. runhai@","Tue, 23 Jul 2024 09:16:00 +0900"
5,[외환 개장] 원/달러 <b>환율</b> 0.8원 오른 1389.0원,http://www.shinailbo.co.kr/news/articleView.html?idxno=1906700,http://www.shinailbo.co.kr/news/articleView.html?idxno=1906700,박정은 기자,"Tue, 23 Jul 2024 09:14:00 +0900"
6,"<b>환율</b>, 위험선호 심리 강화에 소폭 하락…1,386.6원",https://www.yna.co.kr/view/AKR20240723039800002?input=1195m,https://n.news.naver.com/mnews/article/001/0014822619?sid=101,"원/달러 <b>환율</b>은 23일 장 초반 소폭 하락하고 있다. 이날 서울 외환시장에서 미국 달러화 대비 원화 <b>환율</b>은 오전 9시10분 현재 전날 주간 거래 종가(오후 3시30분 기준)보다 1.6원 내린 1,386.6원에 거래되는 중이다.... ","Tue, 23 Jul 2024 09:14:00 +0900"
7,美 엔비디아 '급등' 이어...삼성전자 · SK하이닉스 '상승 출발',http://www.choicenews.co.kr/news/articleView.html?idxno=133294,http://www.choicenews.co.kr/news/articleView.html?idxno=133294,"시총 상위주 가운데 에코프로비엠(+1.27%), 알테오젠(+1.89%), 에코프로(+0.73%), HLB(+2.09%) 등이 상승 거래 중이다. 서울 외환시장에서 원-달러 <b>환율</b>은 전장 대비 0.8원 오른 1389.0원에 개장했다.","Tue, 23 Jul 2024 09:12:00 +0900"
8,"코스피 2788.83(▲25.32p, 0.92%) / 원·달러 <b>환율</b> 1389.0(▲0.8원) 개장",http://www.newsinside.kr/news/articleView.html?idxno=2408334,http://www.newsinside.kr/news/articleView.html?idxno=2408334,"코스피 2788.83(▲25.32p, 0.92%) / 원·달러 <b>환율</b> 1389.0(▲0.8원) 개장","Tue, 23 Jul 2024 09:12:00 +0900"
9,원·달러 <b>환율</b> 0.8원 오른 1389원 출발,https://www.dailian.co.kr/news/view/1386894/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002853714?sid=101,23일 서울 외환시장에서 원·달러 <b>환율</b>은 전 거래일 대비 0.8원 오른 1389.0원으로 개장했다.,"Tue, 23 Jul 2024 09:09:00 +0900"
0,"[증시] 코스피, 0.92% 상승 출발...2,780대 등락 중",https://www.youthdaily.co.kr/news/article.html?no=160145,https://www.youthdaily.co.kr/news/article.html?no=160145,"83에 개장했다. 같은 시각 코스닥지수는 전장보다 7.94포인트(0.98%) 상승한 817.90을 나타냈다. 이날 서울 외환시장에서 원·달러 <b>환율</b>은 전 거래일 보다 0.8원 오른 1,389.0에 개장했다. 【 청년일보= 】","Tue, 23 Jul 2024 09:08:00 +0900"
1,코스피 1% 반등하며 2800선 회복 시도…<b>환율</b> 1389원 개장,https://biz.sbs.co.kr/article_hub/20000183123?division=NAVER,https://n.news.naver.com/mnews/article/374/0000394060?sid=101,같은 시각 코스닥은 전장보다 1.01% 오른 818 18을 나타내고 있습니다. 원·달러 <b>환율</b>은 80전 오른 1천389원에 개장했습니다. 국내 가상자산 거래소에서 비트코인 1개 가격은 9천400만 원대에 거래 중입니다.,"Tue, 23 Jul 2024 09:07:00 +0900"
2,"[속보] 코스피 2788.83(▲25.32p, 0.92%), 원·달러 <b>환율</b> 1389.0(▲0.8원) 개...",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00003&news_seq_no=5043979,https://n.news.naver.com/mnews/article/057/0001831363?sid=101,"코스피 2788.83(▲25.32p, 0.92%), 원·달러 <b>환율</b> 1389.0(▲0.8원) 개장","Tue, 23 Jul 2024 09:06:00 +0900"
3,"코스피, 장초반 1.11% 상승 2794.15선…코스닥 1.26%↑(2보)",https://www.news1.kr/finance/general-stock/5487839,https://n.news.naver.com/mnews/article/421/0007680019?sid=101,64포인트(p)(1.11%) 상승한 2794.15를 기록하고 있다. 코스닥은 전일 대비 10.21p(1.26%) 상승한 820.17을 가리키고 있다. 서울외환시장에서 달러·원 <b>환율</b>은 전일 대비 0.8원 오른 1389.0원에 출발했다.,"Tue, 23 Jul 2024 09:06:00 +0900"
4,[외환개장] 원·달러 <b>환율</b> 1389.0원···0.8원↑,http://www.seoulfn.com/news/articleView.html?idxno=526936,http://www.seoulfn.com/news/articleView.html?idxno=526936,23일 서울 외환시장에서 원·달러 <b>환율</b>이 전장 대비 0.8원 오른 달러당 1389.0원에 개장했다. 전일 원·달러 <b>환율</b>은 새벽 2시 종가 기준으로 전장 대비 2.0원 내린 달러당 1388.2원에 마감했다.,"Tue, 23 Jul 2024 09:05:00 +0900"
5,"“원·달러 <b>환율</b>, 방향성 모호한 장세 지속”&lt;키움證&gt;",https://www.news2day.co.kr/article/20240723500022,https://www.news2day.co.kr/article/20240723500022,"키움증권은 원·달러 <b>환율</b>이 미국 대선 양상에 따라 방향성이 모호한 장세가 지속될 것으로 내다봤다.... 이어 “뉴욕차액결제선물환(NDF) 원·달러 <b>환율</b> 1개월물은 1,385.04원으로 4.16원 하락 출발할 것”이라며 “달러의... ","Tue, 23 Jul 2024 09:04:00 +0900"
6,"코스피 2788.83(▲0.92%), 코스닥 816.30(▲0.78%), 원·달러 <b>환율</b> 1398.0원(...",https://www.newsis.com/view/NISX20240723_0002821463,https://n.news.naver.com/mnews/article/003/0012682181?sid=101,83에 장을 열었다. 코스닥 지수는 전 거래일(809.96)보다 6.34포인트(0.78%) 오른 816.30에 거래를 시작했다. 서울 외환시장에서 원·달러 <b>환율</b>은 전 거래일(1388.2원)보다 0.8원 뛴 1398.0원에 출발했다．,"Tue, 23 Jul 2024 09:03:00 +0900"
7,"KT, 외국인 여행객 위한 로밍 혜택 '코리아 투어팩' 프로그램 선봬",http://www.paxetv.com/news/articleView.html?idxno=208061,http://www.paxetv.com/news/articleView.html?idxno=208061,환전결제 혜택으로 우리은행 제휴를 통해 인천공항에서 환전 시 50% <b>환율</b> 우대 혜택을 제공합니다. 오는 8월부터는 한패스 제휴를 통해 한패스 선불충전카드 사전신청 시 선불형 로밍 상품 10% 할인도 제공합니다.... ,"Tue, 23 Jul 2024 09:02:00 +0900"
8,원/달러 <b>환율</b> 0.8원 오른 1389원 출발,http://news.mt.co.kr/mtview.php?no=2024072309004326608,https://n.news.naver.com/mnews/article/008/0005067337?sid=101,23일 서울 외환시장에서 원/달러 <b>환율</b>이 전거래일 종가(1388.2원·오후3시30분) 대비 0.8원 오른 1389원에 거래를 시작했다.,"Tue, 23 Jul 2024 09:01:00 +0900"
9,[달러·원] <b>환율</b> 0.8원 오른 1389.0원 출발,https://www.news1.kr/finance/general-stock/5487830,https://n.news.naver.com/mnews/article/421/0007680006?sid=101,23일 미국 USD <b>환율</b>,"Tue, 23 Jul 2024 09:01:00 +0900"
0,&quot;벌써 곡소리?&quot;…삼전·SK하이닉스 빼면 2분기 실적 전망 '우울',https://www.hankyung.com/article/2024072318356,https://n.news.naver.com/mnews/article/015/0005013054?sid=101,글로벌 판매량이 견조한 데다 <b>환율</b> 효과까지 더해질 것이란 전망이다. 김성래 한화투자증권 연구원은 &quot;올 2분기 두 회사의 합산 영업이익은 기존 최대치였던 지난해 2분기(7조6000억원)를 뛰어넘을 것으로 보인다&quot;고... ,"Tue, 23 Jul 2024 08:50:00 +0900"
1,[Who Is ?] 나혁휘 아이티엠반도체 대표이사 사장,https://www.businesspost.co.kr/BP?command=article_view&num=359767,https://www.businesspost.co.kr/BP?command=article_view&num=359767,"전방산업인 스마트폰 시장 경기가 나빠져 매출이 줄었고, 금리 상승에 따른 이자비용 증가, <b>환율</b> 변동에 따른 외환차익 감소 등 영업외비용의 증가로 순손실은 커졌다. 다만 전자담배 사업의 성장이 영업손실... ","Tue, 23 Jul 2024 08:40:00 +0900"
2,"NDF, 1385.1원/1385.5원…0.25원 하락",http://www.edaily.co.kr/news/newspath.asp?newsid=01495686638957472,https://n.news.naver.com/mnews/article/018/0005795404?sid=101,"최근 1개월물 스와프 포인트(-2.65원)를 고려하면 이날 <b>환율</b>은 전 거래일 종가(1388.2원, 오후 3시 30분 기준) 대비 0.25원 하락 개장할 것으로 보인다. 바이든이 사퇴한 뒤 카멀라 해리스 부통령이 유력한 대선 후보로... ","Tue, 23 Jul 2024 08:40:00 +0900"
3,[Who Is ?] 최상목 경제부총리 겸 기획재정부 장관,https://www.businesspost.co.kr/BP?command=article_view&num=359764,https://www.businesspost.co.kr/BP?command=article_view&num=359764,고물가·고금리·고<b>환율</b> 등 이른바 '3고'로 경제가 어려운 상황에서 관계기관회의를 열어 경제 현안을... 추경호 부총리는 이번 회의 뒤 원달러 <b>환율</b> 상승을 두고 &quot;국내 금융시장 변동성의 확대는 주로 대외여건 악화에... ,"Tue, 23 Jul 2024 08:40:00 +0900"
4,[뉴욕마켓워치] '어차피 트럼프인가' 대선 향방 촉각…주가↑국채·달러↓,https://news.einfomax.co.kr/news/articleView.html?idxno=4318127,https://news.einfomax.co.kr/news/articleView.html?idxno=4318127,"달러-엔 <b>환율</b>은 157.082엔으로, 직전 거래일 뉴욕장 마감가 157.492엔보다 0.410엔(0.260%) 하락했다. 달러-엔은 유럽 거래 초반 156.298엔에서 저점을 찍고 반등했다. 유로-달러 <b>환율</b>은 1.08872달러로, 전장 1.08794달러에 비해 0.... ","Tue, 23 Jul 2024 08:36:00 +0900"
5,[어제장 오늘장] 미국 변수에 갈림길에 선 시장…하락할까 반등할까,https://biz.sbs.co.kr/article_hub/20000183113?division=NAVER,https://n.news.naver.com/mnews/article/374/0000394058?sid=101,<b>환율</b>은 올랐습니다. 정규장 마감 시간 기준으로 1원 50전 오른 1388원 20전. 바이든 사퇴 파장 속에 소폭 올랐는데요. 등락을 반복하던 역외<b>환율</b>도 1387원 80전으로 오늘(23일) 외환시장 1380원선에서 출발하겠습니다. 미국... ,"Tue, 23 Jul 2024 08:34:00 +0900"
6,"[글로벌마켓 모닝 브리핑] 뉴욕증시, 바이든 사퇴에도 기술주 랠리에 상승",https://www.etoday.co.kr/news/view/2382868,https://www.etoday.co.kr/news/view/2382868,유로·달러 <b>환율</b>은 1.0875달러로 약보합 마감했고 파운드·달러 <b>환율</b>은 0.1% 상승한 1.2930달러로 집계됐다. 달러·엔 <b>환율</b>은 0.4% 하락한 156.82엔을 기록했다. 모넥스의 헬렌 기븐 트레이더는 CNBC방송에 “달러가 소폭... ,"Tue, 23 Jul 2024 08:34:00 +0900"
7,‘트럼프 트레이드’ 잦아들까…<b>환율</b> 1380원 중반대 등락[외환브리핑],http://www.edaily.co.kr/news/newspath.asp?newsid=01459606638957472,https://n.news.naver.com/mnews/article/018/0005795393?sid=101,"원·달러 <b>환율</b>이 1380원 중반대를 등락할 것으로 전망된다. 조 바이든 대통령의 대선 불출마로 도널드... 최근 1개월물 스와프 포인트(-2.65원)를 고려하면 이날 <b>환율</b>은 전 거래일 종가(1388.2원, 오후 3시 30분 기준) 대비... ","Tue, 23 Jul 2024 08:32:00 +0900"
