,title,originallink,link,description,pubDate
0,"[카드 &amp; NOW] BC카드, 외국인 근로자 데이터 분석 …“나를 위해 저축·소비한...",https://www.ebn.co.kr/news/view/1630530/?sc=Naver,https://www.ebn.co.kr/news/view/1630530/?sc=Naver,"BC카드, 국내 거주 외국인 근로자 데이터 분석 …“나를 위해 저축·소비한다” BC카드와 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(GME)가 협업해 국내 거주 외국인 근로자 100만여명의 송금 및 소비 데이터... ","Mon, 22 Jul 2024 17:04:00 +0900"
1,국내 거주 외국인 노동자 해외송금 ‘가족’ 비중 줄었다,http://www.segye.com/newsView/20240722514317?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003953064?sid=101,BC카드는 22일 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(GME)가 함께 국내 거주 외국인 근로자 100만여명의 송금 및 소비 데이터를 분석한 결과 부모∙형제∙배우자 등 가족에 송금하는 비율이 2021년 58%에서 지난해... ,"Mon, 22 Jul 2024 17:02:00 +0900"
2,"<b>핀테크</b> 혁신기업 6개사, 서울시-신한은행·카드·증권 함께 키운다",http://www.efnews.co.kr/news/articleView.html?idxno=113545,http://www.efnews.co.kr/news/articleView.html?idxno=113545,사진=서울시 서울시는 유망 <b>핀테크</b> 기업을 위한 개방형 혁신 프로그램(오픈이노베이션)인 '제3회 피노베이션... (에듀<b>핀테크</b> 서비스)·텔레픽스(위성정보 서비스)는 신한투자증권과 3개월간 협업하며 금융서비스 사업화를... ,"Mon, 22 Jul 2024 16:58:00 +0900"
3,"상명대, 미래 신기술 첨단분야 신설로 융복합 인재 양성",https://www.newscj.com/news/articleView.html?idxno=3161741,https://www.newscj.com/news/articleView.html?idxno=3161741,"서울캠퍼스 소속 첨단분야 학과는 지능·데이터융합학부로 입학해 전공을 선택할 수 있는 <b>핀테크</b>전공, 빅데이터융합전공, 스마트생산전공과 휴먼지능정보공학전공이 있다. 천안캠퍼스는 디자인대학 AR... ","Mon, 22 Jul 2024 16:56:00 +0900"
4,34대1 경쟁률 뚫은 <b>핀테크</b> 혁신기업 6社 어디,https://www.kukinews.com/article/view/kuk202407220094,https://www.kukinews.com/article/view/kuk202407220094,쿠키뉴스 기자 서울시는 유망 <b>핀테크</b> 기업을 위한 개방형 혁신 프로그램(오픈이노베이션)인 ‘제3회... (에듀<b>핀테크</b> 서비스) △텔레픽스(위성정보 서비스)는 신한투자증권과 3개월간 협업하며 금융서비스 사업화를... ,"Mon, 22 Jul 2024 16:40:00 +0900"
5,이혜민 핀다 대표 &quot;AI 기술 활용한 '포용금융' 실현&quot;,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1005294177,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1005294177,▶ 인터뷰 : 이혜민 / 핀다 대표 - &quot;국내 <b>핀테크</b> 사로서는 처음으로 마이크로소프트랑 협업을 해서 GPT를 도입했고요. 자체적으로 '핀다 GPT'를 개발해서 상당히 다양한 분야에 쓰고 있습니다.&quot; 대표적인 예가 CX(Customer... ,"Mon, 22 Jul 2024 16:36:00 +0900"
6,매출채권팩토링으로 중기 자금 유동성에 숨통,http://www.fnnews.com/news/202407221627460114,https://n.news.naver.com/mnews/article/014/0005216913?sid=105,"22일 더존비즈온에 따르면, <b>핀테크</b> 전문 계열사인 테크핀레이팅스가 지난 19일 신한은행, SGI서울보증과 함께 '중소기업 공급망금융 지원 확대를 위한 업무협약'을 체결했다. 테크핀레이팅스 옥형석 대표는 이날 협약식에서... ","Mon, 22 Jul 2024 16:30:00 +0900"
7,"카드업계, '오픈페이' 이어 '공통QR' 출시...고객 반응 '시큰둥' 이유는?",https://news.dealsitetv.com/news/articleView.html?idxno=120062,https://news.dealsitetv.com/news/articleView.html?idxno=120062,국내 결제시장에서 <b>핀테크</b> 및 휴대폰 제조사의 간편결제 서비스가 차지하는 비중이 나날이 커지면서... 인지도·편의성에서 <b>핀테크</b>와 비교했을때 한참 밀리는 데다 일부 카드사가 불참해 통일된 전선도 갖추지 못했기... ,"Mon, 22 Jul 2024 16:30:00 +0900"
8,"레티튜, 'KB스타터스 싱가포르' 최종 선정",http://news.mt.co.kr/mtview.php?no=2024072213175690899,https://n.news.naver.com/mnews/article/008/0005067071?sid=101,"선정된 기업들은 싱가포르 현지의 'KB 글로벌 <b>핀테크</b> 랩'을 통해 업무공간, 육성 프로그램, 네트워크 구축 기회 등을 제공받는다. 또한 현지 VC 연계 투자 지원, KB금융 계열사와의 협업 기회, 현지 기업과의 제휴 지원 등... ","Mon, 22 Jul 2024 16:18:00 +0900"
9,김병환 금융위원장 후보자 답변에 쏠린 눈···민주당과 금투세 격돌 예상 [...,https://www.econovill.com/news/articleView.html?idxno=661152,https://www.econovill.com/news/articleView.html?idxno=661152,「코리아 <b>핀테크</b> 위크 2024」 8월 27일부터 개최(26일 조간) *회계법인 품질관리 감리 결과에 따른 개선 권고사항 공개(26일 조간) 7월26일(금) *10:00 위원장 부위원장 주간업무회의(정부서울청사) ◆금융감독원 7월22일... ,"Mon, 22 Jul 2024 16:06:00 +0900"
0,"태평양, 금융감독원 출신 김효봉 변호사 영입",https://www.lawtimes.co.kr/news/200075,https://www.lawtimes.co.kr/news/200075,"김 변호사는 태평양 TMT(정보기술·방송·통신) 그룹에서 가상자산, <b>핀테크</b>, 자산운용 등 업무를 담당한다. 또 지난 5월 출범한 태평양 미래금융전략센터의 핵심 멤버로서 가상자산 분야의 규제 대응 업무를 수행할... ","Mon, 22 Jul 2024 16:04:00 +0900"
1,"BC카드 &quot;국내 외국인 근로자, 본인 계좌 송금 증가&quot;",http://www.globalepic.co.kr/view.php?ud=20240722101018187162abca1943_29,http://www.globalepic.co.kr/view.php?ud=20240722101018187162abca1943_29,"BC카드와 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(이하 ‘GME’)가 협업해 국내 거주 외국인 근로자 100만 여명의 송금 및 소비 데이터를 분석한 결과, 부모∙형제∙배우자 등 가족 송금보다 본인 계좌 송금이... ","Mon, 22 Jul 2024 15:58:00 +0900"
2,&quot;출발 좋았지만&quot;…'보험 비교·추천 서비스' 보험사 '이견'에 플랫폼 중계 수...,https://www.thepublic.kr/news/articleView.html?idxno=230353,https://www.thepublic.kr/news/articleView.html?idxno=230353,"취급하는 삼성화재 간 이견으로 3개월이나 늦어졌다. 그리고 이 과정에서 22개 생보사와 18개 손보사, 11개 <b>핀테크</b>사가 지난해 11월 구성한 3자 협의체가 아무 기능도 하지 못했다는 비판이 나오기도 했다. 더퍼블릭","Mon, 22 Jul 2024 15:56:00 +0900"
3,"BC카드 &quot;외국인 근로자, 가족 아닌 본인 위해 돈 쓴다&quot;",https://www.psnews.co.kr/news/articleView.html?idxno=2061541,https://www.psnews.co.kr/news/articleView.html?idxno=2061541,[사진=BC카드] BC카드와 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(이하 'GME')가 협업해 국내 거주 외국인 근로자 100만여 명의 송금 및 소비 데이터 분석결과 부모∙형제∙배우자 등 가족 송금보다 본인 계좌... ,"Mon, 22 Jul 2024 15:53:00 +0900"
4,"[로펌 iN] 태평양, '금감원 출신' 김효봉 변호사 영입",http://www.legaltimes.co.kr/news/articleView.html?idxno=80485,http://www.legaltimes.co.kr/news/articleView.html?idxno=80485,"태평양은 &quot;김 변호사의 합류를 통해 가상자산 시장을 포함해 혁신금융과 블록체인 산업에 대응할 수 있는 역량을 한층 강화했다&quot;며 &quot;김 변호사가 태평양 TMT 그룹에서 가상자산, <b>핀테크</b>, 자산운용 등의 업무를 담당할... ","Mon, 22 Jul 2024 15:40:00 +0900"
5,"태평양, 김효봉 변호사 영입…'금감원 가상자산팀' 출신",http://www.inews24.com/view/1744677,https://n.news.naver.com/mnews/article/031/0000855365?sid=102,"태평양은 22일 &quot;김 변호사가 최근 태평양 TMT(정보기술·방송·통신)그룹에서 가상자산, <b>핀테크</b>, 자산운용 등에 대한 업무를 시작했다&quot;고 밝혔다. 지난 5월 출범한 가상자산 대응 전담팀 '태평양 미래금융전략센터'의 핵심... ","Mon, 22 Jul 2024 15:15:00 +0900"
6,[카드 치트키] 신한카드·BC카드·하나카드,http://www.newsprime.co.kr/news/article.html?no=647401,http://www.newsprime.co.kr/news/article.html?no=647401,"◆BC카드 &quot;외국인 근로자, 본인 계좌 송금 증가&quot; BC카드와 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(GME)가 협업해 국내 거주 외국인 근로자 100만여명의 송금 및 소비 데이터 분석결과 부모형제배우자 등 가족... ","Mon, 22 Jul 2024 15:12:00 +0900"
7,&quot;가족 먹여살리는 건 옛말&quot;…날 위해 돈 쓴다,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202407220102&t=NN,https://n.news.naver.com/mnews/article/215/0001171920?sid=101,"22일 BC카드가 해외송금 전문 <b>핀테크</b>사인 글로벌머니익스프레스(GME)와 협업해 국내 거주 외국인 100만여명의 송금과 소비데이터를 분석한 결과, 지난 2021년 부모와 형제, 배우자에게 송금하는 비율은 과반 이상인 58%를... ","Mon, 22 Jul 2024 15:07:00 +0900"
8,"美, 베이비부머 자산 30조달러 女배우자에 이전…&quot;여성특화 WM 확대&quot;",http://www.g-enews.com/ko-kr/news/article/news_all/2024072214342763278385735ff1_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2024072214342763278385735ff1_1/article.html,특히 여성고객 비중이 90%를 상회하는 미국 <b>핀테크</b>사 엘레베스트(Ellevest)의 운용자산(AuM)은 2017년부터 작년까지 연평균 133% 급증하는 성장을 보였다. 동기간 미국 로보어드바이저 시장의 성장세(56%)를 큰 폭... ,"Mon, 22 Jul 2024 15:06:00 +0900"
9,"“한국서 번 돈, 가족들 안 줘요”…외국인 근로자들 ‘돌변’한 사연",https://www.seoul.co.kr/news/economy/2024/07/22/20240722500140?wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003466652?sid=101,22일 BC카드는 해외송금 전문 <b>핀테크</b>사 ‘글로벌머니익스프레스(GME)’와 협업해 국내 거주 외국인 근로자 100만여명의 송금 및 소비 데이터를 분석한 결과 부모·형제·배우자 등 가족 송금보다 본인 계좌 송금이... ,"Mon, 22 Jul 2024 15:01:00 +0900"
0,"더존 테크핀레이팅스, 신한‧SGI서울보증 손잡고 중기 금융 지원",https://daily.hankooki.com/news/articleView.html?idxno=1108622,https://daily.hankooki.com/news/articleView.html?idxno=1108622,"더존비즈온의 <b>핀테크</b> 전문 계열사인 테크핀레이팅스는 지난 19일 신한은행, SGI서울보증과 '중소기업 공급망금융 지원 확대를 위한 업무협약'을 체결했다고 22일 밝혔다. 매출채권을 빠르게 현금화할 수 있는 매출채권... ","Mon, 22 Jul 2024 14:56:00 +0900"
1,"더존 테크핀레이팅스, 중소기업 공급망금융 지원 확대",http://www.datanews.co.kr/news/article.html?no=133759,http://www.datanews.co.kr/news/article.html?no=133759,"더존비즈온의 <b>핀테크</b> 전문 계열사 테크핀레이팅스(대표 옥형석)는 신한은행(은행장 정상혁), SGI서울보증(대표 이명순)과 ‘중소기업 공급망금융 지원 확대를 위한 업무협약’을 체결했다고 22일 밝혔다. 이번 협약은... ","Mon, 22 Jul 2024 14:56:00 +0900"
2,"BC카드 &quot;외국인 근로자, 본인 계좌 송금 비율 높아&quot;",http://www.m-i.kr/news/articleView.html?idxno=1142306,http://www.m-i.kr/news/articleView.html?idxno=1142306,사진=BC카드 제공 매일일보 = 최재원 기자  |  BC카드와 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(GME)가 협업해 국내 거주 외국인 근로자 100만여명의 송금 및 소비 데이터 분석결과 부모‧형제‧배우자 등 가족... ,"Mon, 22 Jul 2024 14:52:00 +0900"
3,"더존 테크핀레이팅스, 신한은행·SGI서울보증과 중소기업 공급망금융 지원",https://www.financialpost.co.kr/news/articleView.html?idxno=209541,https://www.financialpost.co.kr/news/articleView.html?idxno=209541,"더존비즈온의 <b>핀테크</b> 계열사 테크핀레이팅스(대표 옥형석)는 지난 19일 신한은행(은행장 정상혁), SGI서울보증(대표 이명순)과 '중소기업 공급망금융 지원 확대를 위한 업무협약'을 체결했다고 22일 밝혔다. 이번 협약은... ","Mon, 22 Jul 2024 14:46:00 +0900"
4,"“코리안드림보다 마이드림”…국내 외국인 근로자, 본인 계좌 송금 ↑",http://www.segyebiz.com/newsView/20240722511005?OutUrl=naver,http://www.segyebiz.com/newsView/20240722511005?OutUrl=naver,BC카드는 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(GME)와 협업해 국내 거주 외국인 근로자 100만여명의 송금 및 소비 데이터를 분석한 결과 이같이 드러났다고 22일 밝혔다. 부모·형제·배우자에게 송금하는... ,"Mon, 22 Jul 2024 14:42:00 +0900"
5,"법무법인 태평양, 금감원 출신 가상자산 전문가 김효봉 변호사 영입[로펌소식...",http://www.fnnews.com/news/202407221434454582,https://n.news.naver.com/mnews/article/014/0005216819?sid=102,"김 변호사는 태평양 TMT(정보기술·방송·통신) 그룹에서 가상자산, <b>핀테크</b>, 자산운용 등 업무를 담당한다. 또 지난 5월 출범한 태평양 미래금융전략센터의 핵심 멤버로 활약하며 가상자산 분야의 규제 대응 업무를 수행할... ","Mon, 22 Jul 2024 14:40:00 +0900"
6,더존 테크핀레이팅스-신한은행-SGI서울보증 협약...중소기업 접근성 ↑,https://www.tfmedia.co.kr/news/article.html?no=166505,https://www.tfmedia.co.kr/news/article.html?no=166505,19일 ‘중소기업 공급망금융 지원 확대를 위한 업무협약' 중소기업 매출채권팩토링으로 자금운용 원활화 추진  더존비즈온의 <b>핀테크</b> 전문 계열사인 테크핀레이팅스(대표 옥형석)는 19일 신한은행(은행장 정상혁)... ,"Mon, 22 Jul 2024 14:34:00 +0900"
7,"더존 테크핀레이팅스, 중기 '매출채권 비대면 현금화' 지원",https://www.taxwatch.co.kr/article/tax/2024/07/22/0001/naver,https://www.taxwatch.co.kr/article/tax/2024/07/22/0001/naver,"더존비즈온의 <b>핀테크</b> 전문 계열사 테크핀레이팅스가 중소기업의 매출채권 관리를 지원하기 위해 신한은행... 더존비즈온의 <b>핀테크</b> 전문 계열사인 테크핀레이팅스는 지난 19일 신한은행, SGI서울보증과 함께 '중소기업... ","Mon, 22 Jul 2024 14:32:00 +0900"
8,&quot;가족 먹여 살리려&quot;는 옛말…요즘 외국인 근로자는 '나를 위한 저축과 소비',http://www.fnnews.com/news/202407221052028929,https://n.news.naver.com/mnews/article/014/0005216812?sid=101,“코리안 드림(Korean Dream)보다는 마이 드림(My Dream)을 위해 돈을 벌고 소비한다.” BC카드는 자사 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(이하 ‘GME’)가 협업해 국내 거주 외국인 근로자 100만여명의 송금 및... ,"Mon, 22 Jul 2024 14:31:00 +0900"
9,"법무법인 태평양, 금감원 출신 '가상자산 전문가' 김효봉 변호사 영입",https://www.bloter.net/news/articleView.html?idxno=619756,https://n.news.naver.com/mnews/article/293/0000056529?sid=101,"앞으로 김 변호사는 태평양 TMT(정보기술·방송·통신)그룹에서 가상자산, <b>핀테크</b>, 자산운용 업무 등을 담당한다. 올해 5월 출범한 태평양 미래금융전략센터의 핵심 멤버로 활약하며 가상자산 분야의 규제대응 업무를... ","Mon, 22 Jul 2024 14:30:00 +0900"
0,"서울시, 신한은행·카드·증권과 유망 <b>핀테크</b> 스타트업 6곳 키운다",https://www.gokorea.kr/news/articleView.html?idxno=801288,https://www.gokorea.kr/news/articleView.html?idxno=801288,서울시는 유망 <b>핀테크</b> 기업을 위한 개방형 혁신 프로그램(오픈이노베이션)인 '제3회 피노베이션 챌린지... 서울<b>핀테크</b>랩과 신한퓨처스랩의 체계적인 <b>핀테크</b> 스타트업 육성·스케일업 프로그램을 지원받는다. 구체적으로... ,"Mon, 22 Jul 2024 14:28:00 +0900"
1,"서울시, 신한은행·카드·증권과 함께 유망 <b>핀테크</b> 6곳 지원",https://news.heraldcorp.com/view.php?ud=20240722050546,https://n.news.naver.com/mnews/article/016/0002338938?sid=102,"서울시는 신한은행과 신한카드, 신한투자증권과 함께 유망 <b>핀테크</b> 기업을 육성하는 '제3회 피노베이션... 또 서울<b>핀테크</b>랩과 신한퓨처스랩의 체계적인 <b>핀테크</b> 스타트업 육성·스케일업 프로그램을 지원받는다. 이후... ","Mon, 22 Jul 2024 14:21:00 +0900"
2,"여성에 특화된 금융서비스, 미국 금융권 '활발' 한국은?",https://www.ekoreanews.co.kr/news/articleView.html?idxno=74530,https://www.ekoreanews.co.kr/news/articleView.html?idxno=74530,"미국 <b>핀테크</b> 기업 엘레베스트(Ellevest)는 여성 특화 로보어드바이저를 통해 여성의 생애주기 및 특성에 따른 맞춤형 투자자문 서비스를 제공하고 있다. 엘레베스트는 여성의 높은 기대수명, 낮은 임금수준... ","Mon, 22 Jul 2024 14:18:00 +0900"
3,"아이오로라, 외국인 관광객 맛집·관광 선불 교통카드 제공",https://www.mediapen.com/news/view/939084,https://www.mediapen.com/news/view/939084,"<b>핀테크</b> 기업 아이오로라는 23일과 24일, 서울 고척 스카이돔에서 열리는 세븐틴 팬미팅에 참석하는 외국인... <b>핀테크</b> 기업 아이오로라는 23일과 24일, 서울 고척 스카이돔에서 열리는 세븐틴 팬미팅에 참석하는 외국인... ","Mon, 22 Jul 2024 14:10:00 +0900"
4,외국인 근로자 ‘가족먹여 살리려 송금’ 이젠 옛말?,https://www.skyedaily.com/news/news_view.html?ID=240395,https://www.skyedaily.com/news/news_view.html?ID=240395,BC카드는 해외송금 전문 <b>핀테크</b>사 ‘글로벌머니익스프레스(GME)’와 협업해 국내 거주 외국인 근로자 100만여 명의 송금 및 소비 데이터를 분석한 결과 부모·형제·배우자 등 가족 송금보다 본인 계좌 송금이... ,"Mon, 22 Jul 2024 14:08:00 +0900"
5,[카드News]신한카드·비씨카드,http://www.metroseoul.co.kr/article/20240722500274,http://www.metroseoul.co.kr/article/20240722500274,◆ 최근 4개년 본인 계좌 송금 비율 높아 비씨카드는 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(GME)와 협업해 국내 거주 외국인 근로자 100만여명의 송금 및 소비 데이터 분석결과 부모·형제·배우자 등 가족... ,"Mon, 22 Jul 2024 14:00:00 +0900"
6,가족보다 ‘나’를 위해 벌고 쓰는 MZ 외국인 노동자…“지역경제 도움”,https://www.khan.co.kr/economy/market-trend/article/202407221358011,https://n.news.naver.com/mnews/article/032/0003309940?sid=101,BC카드는 22일 해외송금 전문 <b>핀테크</b>사 ‘글로벌머니익스프레스(GME)’와 협업해 국내 거주 외국인 노동자 100만여명의 송금 및 소비 데이터를 분석한 결과를 발표했다. GME 앱은 송금 시 수신자 관계를 입력해야 하는데... ,"Mon, 22 Jul 2024 13:59:00 +0900"
7,"더존 테크핀레이팅스, 신한은행·SGI서울보증 업무협약",http://news.bizwatch.co.kr/article/finance/2024/07/22/0015,https://n.news.naver.com/mnews/article/648/0000027506?sid=101,"더존비즈온의 <b>핀테크</b> 전문 계열사인 테크핀레이팅스는 지난 19일 신한은행, SGI서울보증과 함께 '중소기업 공급망금융 지원 확대를 위한 업무협약'을 체결했다고 22일 밝혔다. 이번 협약은 매출채권을 빠르게 현금화할 수... ","Mon, 22 Jul 2024 13:49:00 +0900"
8,"서울시-신한, 금융 혁신 이끌 <b>핀테크</b> 스타트업 6곳 선정 발표",https://www.etnews.com/20240722000220,https://n.news.naver.com/mnews/article/030/0003225478?sid=101,(에듀<b>핀테크</b> 서비스) △텔레픽스(위성정보 서비스)는 신한투자증권과 각각 3개월간 협업하며 금융서비스... 서울시는 <b>핀테크</b>·AI·디지털 마케팅등 에 대한 과제를 공모하고 스타트업과 전통 금융사의 협업 사업계획을... ,"Mon, 22 Jul 2024 13:44:00 +0900"
9,대한민국 미래 열어갈 청년 개발자 한자리에…서울시-구글 새싹 잡페스티벌,http://www.kbiznews.co.kr/news/articleView.html?idxno=100907,http://www.kbiznews.co.kr/news/articleView.html?idxno=100907,"'스타트업과의 대화'에서는 비바리퍼블리카(토스) 이형석 CTO가 대한민국 대표 <b>핀테크</b> 플랫폼 토스의 기업문화와 인재상, 기술을 공유한다. 구글이 개발자·인재 양성 프로그램을 소개하는 부스 2곳과 17개의... ","Mon, 22 Jul 2024 13:28:00 +0900"
0,"신한은행, 중소기업 디지털 신용보증 팩토링 상품 출시",https://www.smarttoday.co.kr/news/articleView.html?idxno=55674,https://www.smarttoday.co.kr/news/articleView.html?idxno=55674,"이에 앞서 신한은행은 지난 19일 서울 중구 더존비즈온 을지타워에서 더존비즈온의 <b>핀테크</b> 계열사 테크핀레이팅스, SGI서울보증과 중소기업 공급망금융 지원 확대 업무협약을 체결했다. 매출채권 팩토링은 금융회사가... ","Mon, 22 Jul 2024 13:26:00 +0900"
1,"더존 테크핀레이팅스, 비대면 '매출채권팩토링'으로 중기 공급망금융 지원 나...",https://www.techm.kr/news/articleView.html?idxno=127642,https://www.techm.kr/news/articleView.html?idxno=127642,"더존비즈온의 <b>핀테크</b> 전문 계열사인 테크핀레이팅스는 19일 신한은행, SGI서울보증과 함께 '중소기업... /사진=더존비즈온 제공 더존비즈온의 <b>핀테크</b> 전문 계열사인 테크핀레이팅스는 신한은행, SGI서울보증과 '중소기업... ","Mon, 22 Jul 2024 13:22:00 +0900"
2,"서울시-신한그룹, '앤톡'사 등 <b>핀테크</b> 6개사 선발...유니콘으로 육성",https://www.ajunews.com/view/20240722093039339,https://www.ajunews.com/view/20240722093039339,"아주경제=김두일 선임기자 dikim@ajunews.com 서울시청 서울시는 유망 <b>핀테크</b> 기업을 위한 개방형 혁신 프로그램... (에듀<b>핀테크</b> 서비스) △텔레픽스(위성정보 서비스) 등이다. 앤톡은 신한은행과, 텐핑거스는 신한카드와... ","Mon, 22 Jul 2024 13:18:00 +0900"
3,"신한은행, SGI서울보증과 중소기업 유동성 지원",https://www.viva100.com/main/view.php?key=20240722010006537,https://www.viva100.com/main/view.php?key=20240722010006537,"신한은행, SGI서울보증과 중소기업 유동성 지원 신한은행은 지난 19일 서울 중구 소재 더존 을지타워에서 더존비즈온의 <b>핀테크</b> 전문 계열사인 테크핀레이팅스, 서울보증보험과 중소기업 공급망 금융지원 확대를 위한... ","Mon, 22 Jul 2024 13:10:00 +0900"
4,외국인 근로자 “가족 먹여 살리려”는 옛말,https://www.naeil.com/news/read/517576?ref=naver,https://www.naeil.com/news/read/517576?ref=naver,22일 비씨카드와 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(GME)가 협업해 국내 거주 외국인 근로자 100만여명의 송금 및 소비 데이터를 분석한 결과 부모·형제·배우자 등에 대한 송금보다 본인 계좌 송금 비율이... ,"Mon, 22 Jul 2024 13:06:00 +0900"
5,대형 보험사 외면…반쪽 전락한 '보험 비교 서비스',https://cwn.kr/article/1065582922286309,https://cwn.kr/article/1065582922286309,혁신금융서비스로 보험상품 비교 추천 서비스가 시행되며 두 <b>핀테크</b> 기업이 업계 최초로 선보이는 서비스다. 네이버페이가 출시한 해외여행보험 비교·추천 서비스는 사용자 여행 일정에 맞춰 휴대폰 손해부터 항공기... ,"Mon, 22 Jul 2024 12:36:00 +0900"
6,"BC카드 &quot;국내 외국인 근로자, 본인 계좌 송금 증가&quot;",http://www.thebigdata.co.kr/view.php?ud=20240722101018187162abca1943_23,http://www.thebigdata.co.kr/view.php?ud=20240722101018187162abca1943_23,"BC카드와 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(이하 ‘GME’)가 협업해 국내 거주 외국인 근로자 100만 여명의 송금 및 소비 데이터를 분석한 결과, 부모∙형제∙배우자 등 가족 송금보다 본인 계좌 송금이... ","Mon, 22 Jul 2024 12:20:00 +0900"
7,와컴퍼니 '전산경리 자격시험' 시행...실기 프로그램으로 웹케시 'AI경리나라...,http://www.wsobi.com/news/articleView.html?idxno=248165,http://www.wsobi.com/news/articleView.html?idxno=248165,B2B <b>핀테크</b> 전문 기업 웹케시가 최초 시행되는 '전산경리 자격시험'의 수험용 프로그램으로 'AI경리나라'가 채택됐다고 22일 밝혔다. 국내 최초 중소사업장 대상 경리업무 전문인력 양성을 위한 전산경리 자격시험이... ,"Mon, 22 Jul 2024 12:16:00 +0900"
8,"[로펌이슈] 태평양, 금감원 출신 가상자산 전문가 김효봉 변호사 영입",https://www.newspim.com/news/view/20240722000496,https://www.newspim.com/news/view/20240722000496,"김효봉 변호사는 태평양 TMT(정보기술·방송·통신)그룹에서 가상자산, <b>핀테크</b>, 자산운용 등 업무를 담당한다. 또 지난 5월 출범한 태평양 미래금융전략센터의 핵심 멤버로 활약하며 가상자산 분야의 규제 대응 업무를... ","Mon, 22 Jul 2024 11:54:00 +0900"
9,웹케시 'AI경리나라' 전산경리 자격시험 수험용 프로그램으로 채택,http://www.smedaily.co.kr/news/articleView.html?idxno=298138,http://www.smedaily.co.kr/news/articleView.html?idxno=298138,사진/웹케시 B2B <b>핀테크</b> 전문 기업 웹케시는 최초 시행되는 '전산경리 자격시험'의 수험용 프로그램으로 'AI경리나라'가 채택됐다고 22일 밝혔다. 지난 15일 국내 최초 중소사업장 대상 경리업무 전문인력 양성을 위한... ,"Mon, 22 Jul 2024 11:52:00 +0900"
0,외국인 근로자 소비 2030이 주도 상반기 카드이용금액 57% '차지',http://www.smedaily.co.kr/news/articleView.html?idxno=298137,http://www.smedaily.co.kr/news/articleView.html?idxno=298137,사진/연합뉴스 비씨카드는 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(이하 GME)와 협업해 국내 거주 외국인 근로자 100만여 명의 송금 및 소비 데이터 분석 결과 부모·형제·배우자 등 가족 송금보다 본인 계좌... ,"Mon, 22 Jul 2024 11:48:00 +0900"
1,더존 테크핀레이팅스-신한은행-SGI서울보증 업무협약,http://www.intn.co.kr/news/articleView.html?idxno=2037196,http://www.intn.co.kr/news/articleView.html?idxno=2037196,"더존비즈온의 <b>핀테크</b> 전문 계열사인 테크핀레이팅스(대표 옥형석)는 19일 신한은행(은행장 정상혁)... 더존비즈온의 <b>핀테크</b> 전문 계열사인 테크핀레이팅스는 19일 신한은행, SGI서울보증과 함께 '중소기업 공급망금융 지원... ","Mon, 22 Jul 2024 11:48:00 +0900"
2,"테크핀레이팅스-신한은행-SGI서울보증, 중소기업 공급망금융 지원 '맞손'",http://www.itdaily.kr/news/articleView.html?idxno=225403,http://www.itdaily.kr/news/articleView.html?idxno=225403,"신한은행 임수한 부행장, SGI서울보증 심성보 전무, 테크핀레이팅스 옥형석 대표  더존비즈온의 <b>핀테크</b> 전문 계열사인 테크핀레이팅스(대표 옥형석)는 신한은행(은행장 정상혁), SGI서울보증(대표 이명순)과 함께 '중소기업... ","Mon, 22 Jul 2024 11:36:00 +0900"
3,"BC카드, 국내 거주 외국인 근로자 데이터 분석",https://www.cnbnews.com/news/article.html?no=672001,https://www.cnbnews.com/news/article.html?no=672001,"사진=BC카드 BC카드가 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(GME)와 협업해 국내 거주 외국인 근로자 100만여명의 송금 및 소비 데이터 분석결과 부모, 형제, 배우자 등 가족 송금보다 본인 계좌 송금이... ","Mon, 22 Jul 2024 11:28:00 +0900"
4,&quot;가족 먹여 살리려&quot;는 옛말...나를 위한 저축과 소비한다,https://www.fetv.co.kr/news/article.html?no=170806,https://www.fetv.co.kr/news/article.html?no=170806,“코리안 드림(Korean Dream)보다는 마이 드림(My Dream)을 위해 돈을 벌고 소비한다” BC카드와 해외송금 전문 <b>핀테크</b>사 글로벌머니익스프레스(이하 GME)가 협업해 국내 거주 외국인 근로자 100만여명의 송금 및 소비... ,"Mon, 22 Jul 2024 11:24:00 +0900"
