,title,link,image,author,discount,publisher,pubdate,isbn,description
3,주가는 등락해도 확실하게 버는 주식매도방법,https://search.shopping.naver.com/book/catalog/46207960628,https://shopping-phinf.pstatic.net/main_4620796/46207960628.20240306154308.jpg,와카이 다케시,14400,코페하우스,20240311,9788993835861,"많은 주식 투자자의 발행 요청으로 재발행한 도서이다. 주식투자에서 실패를 거듭하는 사람, 주식투자를 처음 하는 사람, 성공하는 주식 매매 전략이 필요한 사람, 이익을 내는 매도 방법이 필요한 사람 등에게 '확실하게 버는 주식매도방법'을 제시한다."
4,하모닉 이론: 차트 분석의 새로운 패러다임 (주가의 흐름을 읽는 새로운 차트 분석법),https://search.shopping.naver.com/book/catalog/39588410628,https://shopping-phinf.pstatic.net/main_3958841/39588410628.20230905101607.jpg,하모린,35100,원앤원북스,20230511,9791170434054,"주가의 흐름을 읽는 새로운 차트 분석법
피보나치 비율과 패턴을 사용해
시장의 잠재적 반전 지점을 파악하라!

하모닉 이론은 피보나치 비율과 패턴을 사용해 주식 투자에서 시장의 잠재적 반전 지점을 식별하는 기술적 분석 도구다. 이 책은 하모닉 이론의 개념을 알아보고 실질적인 매매에 적용할 수 있도록 정리하는 데 초점을 맞췄다. 하모닉 이론에서 주요하게 다루는 가틀리 패턴, 나비 패턴, 뱃 패턴, 크랩 패턴, 5-0 패턴 등을 정의하고 사용법을 제시하고, 다양한 상황에 대응할 수 있게 전략을 세워 미래 투자 계획 수립을 돕는다. 부록으로 정리한 하모닉 패턴 작도 비율표는 이 책의 정수라고 할 수 있다. 하모닉 이론의 A부터 Z까지 상세하게 정리한 이 책과 함께 시장을 예측하는 데 정확성을 높이고 트레이딩 자신감을 얻어보자.

손실은 최소화하면서 
이익은 극대화하는
하모닉 트레이딩 3단계

하모닉 이론을 효과적으로 사용하기 위해서는 다음의 3단계를 거쳐야 한다. 
1단계 식별(Identification)이다. 하모닉 패턴은 과거로부터 입증된 역사의 반복성에 의해 이루어진 결과물들로 되어 있다. 규칙에 따라 일관성 있게 패턴을 식별하는 이 단계에서 잠재적인 추세 반전의 기회를 생각해볼 수 있다. 패턴은 이후 반전 여부에 상관없이 일관성 있는 규칙과 정해진 규격에 따라 식별된다. 개인의 의견으로 만들어 낼 수 있는 것이 아님을 다시 한번 강조한다.
2단계 실행(Execution)이다. 패턴이 완성되었다면 패턴의 반전 실행 여부를 판단해야 한다. 1단계는 자연의 유한성 내에 찾을 수 있는 반전 가능성이 식별된 상태다. 2단계에서 비로소 추세 반전의 가능성이 있는 지점에서 패턴의 반전 실행 여부를 결정한다. 패턴이 올바르게 식별되었으나 최종 평가가 방법론에 따라 나오지 않는다면, 패턴의 반응에 대해 재고해 보아야 한다. 실행 단계는 3단계 중 가장 짧은 시간에 형성되고, 빠른 시간에 정확한 판단을 요구한다. 가장 고도의 집중력이 필요한 단계이기도 하다.
3단계 관리(Management)다. 3단계의 목표는 관리를 통해 손실은 최소화하면서 이익을 극대화하는 것에 있다. 성공적으로 거래를 마무리할 수 있도록 거래 및 자금을 관리해야 한다. 

엘리어트 파동이론과 더불어 시장을 예측하는 하모닉 이론
트레이딩 능력을 높이고 싶다면 이 책을 펼쳐라!

하모닉 이론이 제시하는 반전 지점은 확정적인 것이 아니라 가능성이 있는 잠재적인 영역을 나타낸다. 책에서는 앞서 제시한 하모닉 트레이딩 3단계를 자세히 설명하고, 패턴을 파악하는 데 도움이 되는 정보를 실제 사례와 함께 다양하게 담았다. 실용적인 거래 전략, 효과적인 리스크 관리 등 주식 시장에서 하모닉 이론을 사용해 정보에 입각한 투자 결정을 내릴 수 있는 지식을 알아보자. 차트 분석 사례와 함께 통찰력으로 가득한 이 책이 당신의 주식 트레이딩 실력을 한 단계 높은 수준으로 끌어올릴 것이다."
5,본드 킹 (채권시장을 뒤흔든 혁명가 빌 그로스와 핌코 이야기),https://search.shopping.naver.com/book/catalog/45835698624,https://shopping-phinf.pstatic.net/main_4583569/45835698624.20240217070938.jpg,메리 차일즈,18900,이레미디어,20240308,9791193394236,"핌코 그리고 떼려야 뗄 수 없는 
빌 그로스에 대해 샅샅이 적은, 전기

“채권왕으로 일컬어지는 빌 그로스라는 인물을 이해하지 못하면 
현대 금융을 이해할 수 없다”

주식시장에서 누가 가장 뛰어난 투자자인지를 묻는다면 여러 사람의 이름이 거론되겠지만, 분명 채권시장에서는 오직 한 명의 이름만이 거론될 것이다. 바로 ‘채권왕’ 빌 그로스다. ‘1971년부터 48년간 채권시장을 주름잡은 사나이’로, 그로스 본인을 포함해 3명으로 시작한 핌코는 48년 후 2,500명의 직원을 보유한 회사가 되었고, 관리 고객 수도 수백만 명에 달했다. 그로스는 실적이 부진했던 퍼시픽뮤추얼이라는 생명보험사의 한 사업부였던 핌코를 세계 최대의 채권 운용사로 키워냈다. ‘업계의 전설’, ‘채권왕’이라는 칭호는 이런 과정에서 자연스레 얻어졌다.
이 책은 빌 그로스라는 젊은 천재가 어떻게 미국 금융계를 자신만의 세계로 만들었는지에 관한 이야기가 담겨 있다. 사실상 그의 48년간의 채권 이야기가 담겨 있다고 해도 과언이 아니다. 저자인 메리 차일즈는 그를 위해 핌코의 창립 파트너와 최초 고객 그리고 1970년대에 함께 일했던 컨설턴트, 최근까지 핌코에서 일한 사람들, 지금도 일하는 사람들과 이야기를 나눴다. 또한 그로스의 아내와 친구들, 경쟁자와 적, 고등학교 때 친구와도 대화를 주고받았다. 그 수는 약 200명이고, 인터뷰 시간은 셀 수 없을 정도다. 이외에도 공시 자료, 재판 기록, 소송 자료, 증거 및 증언 내용도 조사하고, 블룸버그 뉴스, 〈뉴욕타임스〉, 〈월스트리트저널〉 등 뉴스 기사도 참고했다. 한마디로 핌코 그리고 떼려야 뗄 수 없는 빌 그로스에 대해 샅샅이 적은, 전기나 다름없는 책인 셈이다.
피터 린치는 “살면서 채권을 소유한 적은 거의 없지만 빌 그로스가 오늘날 채권시장을 선도한 사람이라는 건 안다”고 말했다. 또한 아마존 베스트셀러 《우리나라 친구들(Our Country Friends)》의 저자인 개리 슈타인가르트는 “채권왕으로 일컬어지는 빌 그로스라는 인물을 이해하지 못하면 현대 금융을 이해할 수 없다”고 말했다. 채권이 어떻게 부상했고, 지금처럼 활성화되는지를 알고자 한다면 빌 그로스의 인생을 읽어야 한다. 빌 그로스의 인생을 읽기에는 이 책이 분명 가장 적합할 것이다."
6,세계 상품과 세계 통화 (벤저민 그레이엄),https://search.shopping.naver.com/book/catalog/42292596631,https://shopping-phinf.pstatic.net/main_4229259/42292596631.20230906071144.jpg,벤저민 그레이엄,16200,페이지2북스,20230904,9791169850339,"“가치투자의 아버지 벤저민 그레이엄이 짚어낸
  세계 상품 시장과 통화의 본질과 흐름”
 
벤저민 그레이엄의 경제학자적 면모가 유감없이 드러난 단 한 권의 책!
지난 80년간 세계 통화 시장과 물가 패턴은 그레이엄의 예상대로 흘러왔다!

이 책은 벤저민 그레이엄의 전작 『비축과 안정』에서 제시한 계획을 국제 시장의 영역으로 확장한 내용이라고 볼 수 있다. 세계의 주요한 경제 문제 대부분은 각국의 경제 시스템으로도 여전히 해결되지 않았다. 인플레이션, 디플레이션, 환율의 급등락, 실업률 등의 문제는 지금 이 순간에도 반복되고 있다. 벤저민 그레이엄은 비축 시스템이 이 문제를 해결하는 데 도움이 될 수 있다고 보았다. 경제가 둔화하고 가격이 하락하기 시작하면 비축 시스템이 구매에 나설 것으로 예측했기 때문이다. 이는 수요를 증가시키고 일자리를 떠받칠 것이다. 이것이 벤저민 그레이엄이 ‘세계 상품과 세계 통화’에서 가장 중요하게 생각한 핵심 논제이다. 불안정한 상품과 통화 시장, 물가 문제의 해법을 찾는 사람들에게 이 책은 귀중한 레퍼런스이자 현명한 투자 판단을 위한 지침을 제공할 것이다."
7,생활속의 증권투자론 (제2판),https://search.shopping.naver.com/book/catalog/42305577629,https://shopping-phinf.pstatic.net/main_4230557/42305577629.20230913071118.jpg,장영광^정기만,27550,신영사,20230830,9788955018455,"국내외를 막론하고 주식을 비롯한 다양한 상품 투자에 개인투자자들의 관심이 뜨겁습니다. 나만 그런 흐름에서 소외되는 것은 아닌지 염려하는 증후군이 나올 정도입니다. 이런 상황일수록 기본을 다시 생각하고 체계적으로 접근하는 것이 필요합니다.

본 책은 이렇듯 당연하지만 놓치고 지나갔을 만한 것들에 대해, 작지만 울림 있는 지침이 되고자 저술되었습니다. 

증권에 대한 투자 관련 책은 무수히 많습니다. 내용 측면에서 크게 두 부류로 나눈다면 하나는 이론적 근거가 없이 실무적 입장에서 저술한 책이 있는가 하면, 반대로 실무적인 사례 없이 이론적으로 서술한 서적들도 많습니다. 전자를 읽다보면 저자의 주장에 대한 근거가 궁금해지고 후자의 책을 읽다보면 그 이론이 실무에서 어떤 의미가 있는지 궁금해집니다. 본 책은 이러한 측면을 모두 반영하고자 했습니다.

본 책이 기존의 증권투자론 책에 비해 차별점이 있다면 이론을 최대한 이해하기 쉽게 서술하려 했고, 현장감 있는 내용도 반영하려고 노력했다는 점입니다. 직관적으로 내용을 파악할 수 있도록 그래픽을 많이 넣은 것도 특징이며, 굳이 계산을 위한 계산문제는 과감히 배제했습니다.

특히 본문 내용을 시작하기 전에 간략한 내용으로 발췌한 현장의 사례를 키워드와 함께 제시하고 그 내용이 이론과 어떻게 연결되는지를 보여주고자 했습니다. 실무 현장 사례로 본문 이해와 실무응용을 연계하고자 했습니다.

[이 책의 특징]
■ 이론을 최대한 이해하기 쉽게 설명
■ 현장감 있는 내용 반영
■ 직관적 내용 파악을 위한 많은 그래픽 제시
■ 계산을 위한 계산문제 배제
■ 현장 사례를 키워드와 함께 제시 및 이론과 연결
■ 실무 현장 사례를 통한 본문 이해와 실무응용 연계"
8,헤지펀드 열전 (신보다 돈이 많은 금융시장의 제왕들),https://search.shopping.naver.com/book/catalog/44215448621,https://shopping-phinf.pstatic.net/main_4421544/44215448621.20231124092411.jpg,"Mallaby, Sebastian",27000,에프엔미디어,20231210,9791188754892,"세상을 뒤흔든 금융 천재들의 영웅 연대기
천문학적 부, 내밀한 세계의 베일을 벗기다

조지 소로스(소로스펀드), 제임스 사이먼스(르네상스테크놀로지), 케네스 그리핀(시타델) 등 헤지펀드 대가들의 투자철학과 운용 전략, 흥망성쇠의 역사를 다룬 책. 〈워싱턴포스트〉 〈이코노미스트〉 등의 칼럼니스트 출신으로 퓰리처상 최종 후보에 두 차례나 올랐던 저자 세바스찬 말라비가 헤지펀드 대가 10여 명과 주변 인물들을 인터뷰해 베일에 감춰진 세계를 생동감 있게 파헤친 책으로 평가된다. 지난 2011년 국내 출간되었다가 절판된 책의 오류를 바로잡고 생략된 내용을 살려 ‘완역본’으로 재출간했다.

헤지펀드는 헤지(hedge, 전망 좋은 주식 매수·전망 나쁜 주식 공매도)로 시장 위험을 낮추고 큰 레버리지로 투자 효과를 극대화해 시장 상황에 관계없이 절대 수익을 추구한다. 사모(私募) 방식으로 투자자를 모집하며 실적과 전략 등 운용 관련 모든 내용을 비밀에 부치는 것이 특징이다. 헤지펀드의 시조는 마르크스·레닌주의자였던 앨프리드 윈즐로 존스. 1949년 설립한 그의 펀드는 20년간 5,000%의 누적 수익률을 올렸고, 현재 세계 최대 헤지펀드인 시타델은 2022년 극심한 폭락장에도 한 해 25조 원을 벌어들였다. 

저자는 헤지펀드 매니저들의 종목 선정, 매크로 투자, 블록트레이딩, 차익거래 등 다양한 전략을 시대 변화와 함께 꼼꼼하게 짚어주며, 금융의 미래는 헤지펀드에 있다고 내다봤다. 공역자 김지욱 신한리츠운용 대표는 “정책 입안자와 업계 관계자들이 이 책을 읽고 헤지펀드의 양면성을 이해했다면 라임·옵티머스 사태와 불법 공매도 사태를 막을 수 있었을 것”이라고 지적했다.

이 책의 원서 《More Money Than God》은 2010년 미국에서 출간되자마자 〈뉴욕타임스〉 베스트셀러에 올랐고 〈월스트리트저널〉 〈뉴스위크〉 등 유수 언론의 극찬을 받았다. 문병로 서울대 교수는 “투자 전문가 그룹, 자금을 위탁하는 기관과 개인, 투자 전략을 개발하는 퀀트에게 헤지펀드에 대한 코어 지식과 영감을 줄 것”이라며 추천했다. 또 “거장들의 인생과 투자사를 통해 투자철학을 정립하는 데도 큰 도움을 주는 책”(최한철 뉴로퓨전 대표), “깊이 있는 금융 역사서이자 짜릿한 금융 무협지”(홍영표 변호사), “읽는 내내 투자자의 피를 끓어오르게 하는 책”(이현열 두물머리 퀀트) 등 국내 여러 전문가의 호평을 받았다."
9,채권투자 핵심 노하우 (국내채권부터 해외채권까지),https://search.shopping.naver.com/book/catalog/41777534618,https://shopping-phinf.pstatic.net/main_4177753/41777534618.20231004072505.jpg,마경환,15300,이레미디어,20230831,9791191328943,"채권펀드, 미국채, 하이일드, 이머징채권, 브라질국채 등
채권의 정수를 다룬 채권투자의 모든 것!

우리나라 채권을 가장 많이 소유하고 있는 외국인이 누구일까? 바로 프랭클린템플턴 운용이다. 그래서 한국 채권 시장은 이들의 투자 향방에 따라 민감히 반응한다. 프랭클린템플턴 운용을 일명 ‘큰손’으로 부르는 이유이기도 하다.
《채권투자 핵심 노하우》의 저자 마경환은 이 책의 초판 당시 프랭클린템플턴 리테일 총괄 본부장을 역임하면서 수십조 원의 자금을 주무른 바 있다. 그는 총 28년의 투자 인생 중 20년간 해외자산 투자전략 및 투자상품 업무를 했다. 현재도 GB 투자자문 대표를 역임하면서 여전히 많은 자금을 운용하고 있으며, 이 책에 그의 자산운용 실무 투자 노하우가 담겨 있음은 물론이다. 
이 책은 일반인이 판단하기 어려운 채권투자 진입과 청산전략, 투자 시 고려해야 할 요인과 시장 정보의 해석 방법 등을 상세히 다룬다. 또한 그 과정에서 채권펀드, 미국채, 하이일드, 이머징채권, 브라질국채 등 다양한 채권자산을 소개하며, 어떤 것에 투자해야 최적의 수익률을 얻을 수 있고 위험관리를 잘할 수 있는지도 친절하게 설명한다. 채권투자로 안정적인 수익을 낼 수 있는 방법은 물론이고, 이번 개정판에 추가된 두 챕터를 통해 한국 국채와 채권 & 경제 매크로지표를 통한 주식투자전략도 얻어갈 수 있을 것이다.
이 책은 일반투자자뿐만 아니라 금융시장 종사자, 경제학과 학생들에게도 채권투자의 유용한 지침서가 될 것이다. 현명한 주식투자를 위해서도 꼭 읽어야 하는 책이다."
0,주식 네 이놈 3: 매매 편 (바닥 신호 이렇게 잡아라),https://search.shopping.naver.com/book/catalog/45809845633,https://shopping-phinf.pstatic.net/main_4580984/45809845633.20240216070922.jpg,문제룡,31500,지서연,20240229,9791197724022,"하락장이 끝나는 징후를 아시나요?

남들이 손을 털고 시장을 빠져나갈 때가 있다. 깊고 깊은 하락장을 지나 꽁꽁 얼어붙은 겨울의 한복판을 지날 때다. 그때 얼음 사이로 강물이 졸졸 흐르듯이 주식시장이 꿈틀거리는 징후들이 나타난다. 징후는 여러 차례 반복되고, 패턴도 다양하지만 탄탄한 기초만 있다면 누구나 잡을 수 있는 뚜렷한 반등 신호다. 이 책 〈주식 네 이놈 3 - 매매 편〉에는 복잡한 기법 따윈 없다. 탄탄한 기초에 근거한 바닥 잡기 기술이 이 책에서 전하는 유일한 메시지다. 저자에 따르면 바닥은 예측하는 것이 아니라 자기 두 눈으로 확인하는 것이다. 눈으로 보고 들어갈 수 있다면 그만큼 실패도 최소화할 수 있다."
1,"살 때, 팔 때, 벌 때 (여의도 닥터둠 강영현이 공개하는 진격의 주식 투자 타이밍)",https://search.shopping.naver.com/book/catalog/38152246036,https://shopping-phinf.pstatic.net/main_3815224/38152246036.20230614072603.jpg,강영현,19800,21세기북스,20230228,9788950960667,"“주식의 시간은 따로 있다!”
여의도 1타 브로커 강영현이 공개하는
2023 혼돈의 시장을 돌파할 최강 투자 바이블!

『살 때, 팔 때, 벌 때』는 개인투자자의 등대, 여의도 닥터둠 강영현이 주식 투자를 시작하려는 초보투자자와 중급투자자에게 전하는 실전 투자 가이드다. 자신만의 주식 포트폴리오가 필요하고 전문가의 성공적인 트레이딩 방법을 롤모델 삼고 싶은 투자자들에게 지표와 종목 분석, 치밀한 전략으로 ‘주식 투자’라는 험난한 산행에서 성투까지 이를 수 있는 로드맵을 제시하며, 상승과 하락에 흔들리지 않는 투자 마인드까지 함양할 수 있게 돕는다. 시장의 심리를 읽는 매도·매수 타이밍, 상승-하락-횡보 시장에서 반드시 참고해야 할 실물-금융 시장의 지표들과 분석법, 펀더멘털을 통해 경제의 거대한 흐름을 읽고 ‘되는 시장’과 ‘되는 주식’을 고르는 인사이트를 담았다. 이 책으로 여의도 1타 브로커의 투자 비법을 자연스럽게 체화하여 상승의 시그널을 파악하는 안목을 갖고, 반드시 성공하는 자신만의 투자 전략을 세울 수 있을 것이다.

물가-금리-고용의 상관관계에 대한 기본 지식부터 투자 수익을 올리기 위한 비중 전략 등을 다양한 지표와 함께 공부할 수 있다는 점이 이 책의 큰 강점이다. 1부 ‘연금술에 빠진 개미들, 법칙이 아닌 원칙이 필요하다’에서는 상황이 닥쳐서야 황급히 실행하는 대응이 아니라, 어떤 경제 상황이 와도 대비할 수 있는 최적의 매수·매도 타이밍 설정법을 알려준다. 2부 ‘지표에 근거한 투자 전략’에서는 금융-실물 시장 관계에 대한 이해를 바탕으로 투자자들이 꼭 참고해야 할 주요 지표들을 분석한다. 유동성 지표부터 밸류에이션, 실물경제, ISM 제조업 지표까지 지표 분석의 모든 것을 담았다. 이 책의 핵심인 3부 ‘무엇이든 살 수 있는 시장에서 뭘 사야 할지 모르는 투자자들’에서는 성공 투자를 위한 저자의 매매 인사이트가 본격적으로 펼쳐진다. 시장의 계절을 먼저 판단한 뒤 ‘되는 시장’과 ‘되는 주식’을 고르는 강영현만의 업종과 종목 선정법이 공개된다. 4부 ‘투자, 채워가는 것이 아닌 비워내는 과정’에서는 상승과 하락, 익절과 손절 사이 흔들리는 투자자들의 멘탈을 잡아줄 저자의 진심 어린 조언이 담겼다. 실무에서 얻은 깨달음을 담은 저자의 메시지로 실패에서 절망이 아닌 배움을 선택하고, 시장의 색깔을 읽고자 하는 단단한 투자 마인드를 얻을 것이다."
2,매매의 기술 (박병창의 돈을 부르는),https://search.shopping.naver.com/book/catalog/32441602053,https://shopping-phinf.pstatic.net/main_3244160/32441602053.20230808084848.jpg,박병창,16200,포레스트북스,20210514,9791191347180,"주식은 타이밍이다!

여의도 최고의 트레이더와 함께하는 승률 99%의
16가지 상황별 매매 타이밍과 실전 노하우

매매를 하다 보면 매 순간 선택의 갈림길에 놓인다. 이유는 모르지만 갑자기 매수세가 강해지며 주가가 치솟는 종목이 있는데, 이럴 때 동반 매수해야 하는지 아니면 위험 신호이니 보유 중인 주식을 팔아야 하는지 고민이 된다. 그 반대도 마찬가지다. 갑자기 매도세가 강해지며 낙폭을 키워가는 종목에서는, 보유 중인 주식을 팔아야 하는지 아니면 물량을 끌어내려는 매집 세력의 제스처일 뿐이니 나도 덩달아 수량을 늘려야 하는지 고민하게 된다. 특정 가격에 매수 호가 또는 매도 호가가 이례적으로 쌓여 있을 때도 그것이 어떤 의미인지 속 시원하게 알고 싶어진다. 시장에 참여하다 보면 이런 일은 부지기수다. 

여의도 최고의 트레이더로 이름난 저자 역시 30년 가까운 실전 과정에서 그런 상황을 수도 없이 겪었다. 그 세월 동안 시장 환경과 투자자들의 의식은 많이 변화했지만, 주가의 움직임을 유발하는 원리는 마찬가지라는 사실을 깨달았다. 이를 바탕으로 그간 9권의 책을 썼고, 많은 개인 투자자에게 원칙을 지켜 수익 내는 방법을 알려주었다. 이 책은 특히 ‘타이밍’에 집중했다. 매매로 수익을 낼 가능성이 큰 16가지 상황별로 어떤 점을 주시하고 어떤 시기에 매수 또는 매도해야 하는지를 자세하게 정리했다."
3,주식학개론,https://search.shopping.naver.com/book/catalog/46701426624,https://shopping-phinf.pstatic.net/main_4670142/46701426624.20240328155701.jpg,김영배,28500,부크크(bookk),20240311,9791141075927,"주식투자 전반에 관한 입문서로, 주식투자법을 모두 5가지로 분류하였다. 
또한 주식이 무엇인지, 주식회사와 주식이 어떻게 탄생했는지, 
그리고 주식회사 시스템이 인류사회의 구조를 어떻게 변화시켰는지에 관해 설명하였다."
4,STO 토큰증권 발행 (STO가 이끌 세계경제에 대한 미래전략을 세워라),https://search.shopping.naver.com/book/catalog/42177422625,https://shopping-phinf.pstatic.net/main_4217742/42177422625.20230926084802.jpg,이종성^고종문,15300,지식공감,20230830,9791156228233,"토큰증권이 낯선 이들을 위한 STO 기본서
기존 증권시장에 버금가는 새로운 장을 열다

최근 조각투자에 대한 수요 및 관심이 증가함에 따라 국내 조각투자에 대한 규제 정립 논의가 진행 중이며 STO의 제도권화가 시행되면 조각투자 시장 확대의 제도적 기반이 마련될 전망이다. 디지털 생태계에 익숙한 MZ세대를 중심으로 투자행태가 다양해지면서 소액으로도 투자가 가능하여 진입 장벽이 낮고 다양한 자산군에 투자가 가능한 조각투자에 대한 수요가 증가하고 있다. 

2023년 2월 금융위에서 토큰증권 가이드라인을 발표했다. 그동안 제도권에 편입되지 못했으나 최근 금융당국이 새로운 형태의 증권 발행으로 ‘토큰증권’을 수용하면서 정식으로 명명됐다. 기존 유가증권 시장에는 일정 규모 이상의 자금력을 가진 투자자만 참여할 수 있으나, STO를 활용한다면 대부분의 개인투자자까지 투자가 가능하여 투자 저변을 획기적으로 확대할 수 있다."
5,존리와 함께 떠나는 부자 여행 5: ETF가 뭐예요?,https://search.shopping.naver.com/book/catalog/37241204628,https://shopping-phinf.pstatic.net/main_3724120/37241204628.20230620100330.jpg,존 리,11520,국일증권경제연구소,20230125,9788957822258,"경제 독립을 원하는 청년을 위한 존리의 투자 비결

《존리와 함께 떠나는 부자 여행》은 청년들이 부자가 되기를, 경제 독립을 이루기를 희망하는 존리가 기획한 청년들을 위한 만화 시리즈다. 딱딱한 이론서나 개론서가 아니라 만화로 떠나는 여행이기에 쉽고 재미있게 부자가 될 수 있는 방법, 경제 독립을 이룰 수 있는 비결을 배울 수 있다.   
 
사교육비 때문에 부담스러워 하는 부모와 학원 가기 싫어하는 아이들의 고민을 풀어주는 1권 《주식이 뭐예요?》, 좋은 대학교를 졸업하고 많은 스펙을 쌓았어도 매번 취업에 실패하는 율이에게 창업을 권유하는 2권 《취업만이 답일까?》, 펀드매니저가 투자를 대신해 주는 간접 투자 방식인 펀드에 대한 이야기 3권 ⟪펀드가 뭐예요?⟫, 일찍 취업을 했지만 점점 자신의 꿈과 멀어져 고민하던 지수가 우연히 할아버지 채권을 발견하면서 생기는 이야기 4권 ⟪채권이 뭐예요?⟫에 이어 5권 ⟪ETF가 뭐예요?⟫에서는 자산운용사의 대표로부터 사무실 인테리어를 의뢰받은 지우와 함께 알아가는 ETF에 대한 이야기다. 
인테리어 사무실을 창업한 지우는 셀프인테리어와 경기 불황으로 인테리어 의뢰가 줄어들자 운영이 어려워지고 힘겨워진다. 그러던 중 자산운용사 대표로부터 사무실 인테리어를 의뢰받는데 그 사무실에서 ETF라고 쓴 종이를 발견하고 ETF에 대해 알아가기 시작한다. 
자산운용사 대표가 별장 의뢰인을 소개해 주면서 사업이 풀리는 듯 했지만 무리한 별장 의뢰인의 요구에 사고가 나고 마는데, 그것을 통해 사업도 힘들고 투자한 것도 마음처럼 풀리지 않지만 조급해 하지 말고 멀리 바라보고 나아가라는 존리의 응원에 힘입어 다시 새로운 힘을 얻는다.  
힘겨운 날들이 계속 되더라도 포기하지 말고 자신의 자리에서 최선을 다하고 기다리면 새로운 태양이 떠오르리라는 메시지를 포함하여 ETF 투자의 장점과 투자 방법을 전하고 있다."
6,텐배거 1000% 수익 바이블 (반드시 10배 수익주가 탄생할 7가지 투자 섹터),https://search.shopping.naver.com/book/catalog/32444836296,https://shopping-phinf.pstatic.net/main_3244483/32444836296.20230913071547.jpg,강병욱,16200,21세기북스,20220406,9788950900212,"“시장에 휘둘리지 않는 
 주식투자의 최종 완결판!”

35년 경력 국내 투자·재테크 분야 최고 전문가 
강병욱 박사의 시장을 이기는 투자술

“1000% 꿈의 수익률 주식은 탄생 공식이 있다!”

자율주행 자동차, 2차전지, 메타버스, 
원전해체, 우주항공, 신약개발, 대륙철도
7개 섹터를 횡단하는 텐배거 종목 선정 여행!

모든 투자자의 꿈이지만 대다수가 불가능하다고 시도조차 하지 않는 투자 영역이 있다. 10배짜리 종목을 사서 고수익을 내는 것, 즉 ‘텐배거(ten bagger)’ 투자 입성이다. 삼성증권, 한화증권, ING 베어링스 증권 등에서 35년간 풍부한 현장 경험을 쌓으며 이론과 실무를 겸비한 전문가로서 시장과 투자에 대한 ‘건강한 시선’을 가지고 있는 것으로 정평이 난 강병욱 박사는, 텐배거의 국내외 사례를 패턴별로 갈래지으며 1000% 꿈의 수익률 주식의 탄생 공식을 정립하는 데 최근 성공했다. 종목 선정을 아주 능란하게 소화해내는 궁극적 관찰력은 텐배거를 찾는 습관에서부터 시작되며, 텐배거 발굴이야말로 저금리, 저성장 시대에서 필수불가결한 투자법이라는 소신으로 천착해온 결과물이다.

그간 20만 독자의 사랑을 받은 『저는 주식투자가 처음인데요』를 통해 주식투자 입문의 최고 셰르파를 자처했던 강병욱 박사가 이번엔 국내 대표 텐배거 전문가로서 반드시 10배 수익주가 탄생할 7개 투자 섹터를 횡단하는 ‘텐배거 선정 여행’을 준비했다. 바로 이 책 『텐배거 1000% 수익 바이블』에는 2배도 3배도 아닌 10배짜리 종목을 발굴해서 초과수익을 달성하는 텐배거 투자의 모든 것이 담겨 있다. 테슬라, 애플, 현대중공업 등 국내외 텐배거의 탄생 배경을 입체적으로 분석하며, 기업가치가 극적으로 좋아지는 텐배거의 순간을 어떻게 포착할 것인지 실제 종목 사례와 함께 상세히 공개한다. 밸류에이션부터 산업, 기업, 글로벌 경쟁자 분석까지 ‘좋은 기업을 싸게 사서 가장 비싸게 파는’ 텐배거 투자의 핵심을 체득함으로써 하루빨리 부의 추월차선에 올라탈 수 있을 것이다."
