,title,originallink,link,description,pubDate
2,[스타트업 리포트]&quot;죽음과 세금은 피할 수 없다&quot; 세금계산 자동화한 볼타코퍼...,https://www.hankookilbo.com/News/Read/A2024072210390004795?did=NA,https://n.news.naver.com/mnews/article/469/0000813814?sid=105,비결은 이 땅에 사는 사람이면 피해갈 수 없는 세금 문제를 다룬 금융기술(<b>핀테크</b>) 스타트업이기 때문이다. 전자세금계산서 발행을 자동화한 볼타코퍼레이션의 공동 창업자 이문혁(33) 대표와 진태양(28) 기술총괄(CTO)을... ,"Wed, 24 Jul 2024 05:00:00 +0900"
3,인터넷 안 터져도 번역된다…미국여행 '최강 통역기' 정체,https://www.joongang.co.kr/article/25265650,https://n.news.naver.com/mnews/article/025/0003375287?sid=105,<b>핀테크</b> 스타트업 ‘트래블월렛’이 운영하는 ‘트래블페이’와 하나카드가 내놓은 ‘트래블로그’는 ‘국민 필수 카드’가 됐다. 지원 통화는 2021년 가장 먼저 해외 결제 수수료 무료 카드를 출시한 트래블페이... ,"Wed, 24 Jul 2024 05:00:00 +0900"
4,추락한 혁신의 아이콘… 성장판 닫히는 카카오,https://www.kmib.co.kr/article/view.asp?arcid=1721725880&code=11151400&cp=nv,https://n.news.naver.com/mnews/article/005/0001712953?sid=101,앞서 지난해 12월 카카오의 <b>핀테크</b> 계열사 카카오페이의 미국 종합증권사 시버트 경영권 인수가 무산됐는데 당시 카카오를 둘러싼 사법리스크가 작용했다는 후문이다. 카카오모빌리티의 유럽 최대 택시 호출 플랫폼... ,"Wed, 24 Jul 2024 00:20:00 +0900"
5,[오늘의 금융가소식] 우리은행 外,http://www.betanews.net:8080/article/1471476.html,http://www.betanews.net:8080/article/1471476.html,공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 ‘제3회 피노베이션 챌린지 : EXPANSION’을 진행해 6개 스타트업을 선발했다고 23일 밝혔다. 피노베이션 챌린지는 <b>핀테크</b> 산업을 육성하고 글로벌 금융 시장을 선도할 예비... ,"Tue, 23 Jul 2024 23:54:00 +0900"
6,성장성 유망한 인도의 사이버 보안 산업 분석,http://www.boannews.com/media/view.asp?idx=131538&kind=,http://www.boannews.com/media/view.asp?idx=131538&kind=,"인도 기업들은 딥테크, IT, <b>핀테크</b> 등의 분야에서 해외 진출을 확장하고 있다. 인도 내 사이버 보안에 대한 수요 증가는 외국인 투자를 증가시키고 있고, 현지 기업들과 파트너십 등의 협업을 이끌어내고... ","Tue, 23 Jul 2024 21:10:00 +0900"
7,"아이티센 크레더, 日 디지털에셋마켓츠와 블록체인 시장 진출 '맞손'",http://www.itdaily.kr/news/articleView.html?idxno=225467,http://www.itdaily.kr/news/articleView.html?idxno=225467,"주요 주주사는 도쿄거래소에 상장된 인터트레이드와 미쓰이물산, 일본거래소그룹(JPX) 등으로 구성돼 있으며, 일본암호자산거래협회(JVCEA)와 <b>핀테크</b>협회, 토큰증권협회(JSTA)에 소속돼 있다. 이번 MOU에 따라 양사는... ","Tue, 23 Jul 2024 20:40:00 +0900"
8,"싱가포르, 금융 부문 양자 및 AI에 7,436만 달러 투자",https://www.tokenpost.kr/article-188368,https://www.tokenpost.kr/article-188368,싱가포르의 <b>핀테크</b> 허브로의 도약 22일(현지시간) 코인텔레그래프에 따르면 싱가포르의 중앙은행이자... MAS는 2022년 금융 부문 기술 및 혁신 계획(FSTI 3.0)을 도입하여 싱가포르를 <b>핀테크</b> 허브로 강화하고자 했다.... ,"Tue, 23 Jul 2024 20:40:00 +0900"
9,"신한은행, 서울시와 피노베이션 챌린지 스타트업 6개사 선발",https://www.pointdaily.co.kr/news/articleView.html?idxno=212082,https://www.pointdaily.co.kr/news/articleView.html?idxno=212082,"공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지'를 진행해 6개 스타트업을 선발했다. 사진=신한은행  신한은행과 신한카드, 신한투자증권은 서울시와 함께 공동으로 <b>핀테크</b> 혁신 스타트업을... ","Tue, 23 Jul 2024 19:52:00 +0900"
0,"서울시-신한은행·신한카드·신한투자증권, 유망 <b>핀테크</b> 스타트업 6곳 선발",http://www.econonews.co.kr/news/articleView.html?idxno=347547,http://www.econonews.co.kr/news/articleView.html?idxno=347547,서울시는 신한은행·신한카드·신한투자증권과 함께 금융혁신서비스를 개발할 유망 <b>핀테크</b> 스타트업 6곳을... 피노베이션이란 '<b>핀테크</b>'와 '오픈이노베이션'의 합성어다. 서울시와 금융사들은 <b>핀테크</b> 산업을 집중... ,"Tue, 23 Jul 2024 18:48:00 +0900"
1,"빗썸, 예치금 이용료율 연 4%로 파격 상향…'유사수신' 문제 없나",https://www.news1.kr/finance/blockchain-fintech/5488926,https://n.news.naver.com/mnews/article/421/0007682196?sid=101,<b>핀테크</b> 기업이 고객 선불 예치금에 이자를 지급하려고 한 것이 유사수신에 해당한다고 본 사례도 있다.지난 2019년 금융당국은 카카오페이 등 <b>핀테크</b> 업체들이 고객의 선불 충전금에 대해 충전금의 1.5~5%를 이자나... ,"Tue, 23 Jul 2024 18:30:00 +0900"
2,"신한은행·신한카드·신한투자증권, 서울시와 '<b>핀테크</b> 혁신 스타트업' 육성",http://www.newscape.co.kr/news/articleView.html?idxno=104097,http://www.newscape.co.kr/news/articleView.html?idxno=104097,"신한은행과 신한카드, 신한투자증권은 서울시와 함께 공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지 : EXPANSION'을 진행해 6개 스타트업을 선발했다고 23일 밝혔다. 피노베이션 챌린지는 <b>핀테크</b>... ","Tue, 23 Jul 2024 18:28:00 +0900"
3,"'동남아 IT인재 요람' 웹케시, 12년간 800명 배출",https://www.sedaily.com/NewsView/2DBUQD6GZ1,https://n.news.naver.com/mnews/article/011/0004370574?sid=105,기업간거래(B2B) <b>핀테크</b>·서비스형소프트웨어(SaaS) 전문 기업 웹케시그룹은 캄보디아 정보기술(IT) 인재양성 프로그램인 ‘한국소프트웨어 인적자원개발(HRD) 센터’ 12기 기초반 수료식을 열었다고 23일 밝혔다.... ,"Tue, 23 Jul 2024 18:16:00 +0900"
4,고개 숙인 벤처신화…카카오 김범수 구속,https://www.seoul.co.kr/news/economy/industry/2024/07/24/20240724001005?wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003467075?sid=101,이미 카카오의 <b>핀테크</b> 계열사인 카카오페이의 미 종합증권사 시버트 경영권 인수가 무산됐으며 카카오모빌리티의 유럽 최대 택시 호출 플랫폼 프리나우 인수도 사실상 물건너갔다. 알짜배기 계열사인 카카오뱅크의... ,"Tue, 23 Jul 2024 18:12:00 +0900"
5,[커지는 외국인 금융시장] K-컬처 열풍에 방한객↑ 외국인 전용 선불 카드 인...,https://www.sportsworldi.com/newsView/20240723516719,https://n.news.naver.com/mnews/article/396/0000683529?sid=103,<b>핀테크</b> 기업 아이오로라의 ‘나마네 카드’는 교통카드와 충전식 선불카드를 결합한 상품이다. 사용자가 원하는 사진으로 카드 디자인을 커스터마이징 할 수 있어 일반 관광객 및 케이팝 아이돌 콘서트 관람을 위해... ,"Tue, 23 Jul 2024 17:55:00 +0900"
6,"신한은행·카드·서울시, 스타트업 6개사 선발",https://www.thedailypost.kr/news/articleView.html?idxno=105786,https://www.thedailypost.kr/news/articleView.html?idxno=105786,함께 <b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지 : EXPANSION'을 진행해 6개 스타트업을 선발했다. 피노베이션 챌린지는 <b>핀테크</b> 산업을 육성하고 글로벌 금융 시장을 선도할 예비 유니콘 <b>핀테크</b> 기업을... ,"Tue, 23 Jul 2024 17:54:00 +0900"
7,"신한은행, 신한카드-신한투자증권 서울시와 '제3회 피노베이션 챌린지' 스타트...",http://www.sisacast.kr/news/articleView.html?idxno=58879,http://www.sisacast.kr/news/articleView.html?idxno=58879,공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지 : EXPANSION'을 진행해 6개 스타트업을 선발했다고 23일 밝혔다. 피노베이션 챌린지는 <b>핀테크</b> 산업을 육성하고 글로벌 금융 시장을 선도할 예비 유니콘... ,"Tue, 23 Jul 2024 17:54:00 +0900"
8,"신한은행·카드·증권, 서울시와 혁신 <b>핀테크</b> 스타트업 6개사 선발 '제3회 피...",https://www.nbnews.kr/news/articleView.html?idxno=95414,https://www.nbnews.kr/news/articleView.html?idxno=95414,<b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지:EXPANSION'을 진행해 6개 스타트업을 선발했다고 23일 밝혔다. [이미지 신한은행] 신한은행과 신한카드∙신한투자증권은 서울시와 함께 공동으로 <b>핀테크</b> 혁신... ,"Tue, 23 Jul 2024 17:50:00 +0900"
9,"채널톡 도입한 트래블월렛, 1년만에 단순 고객문의 25% 자동화",https://www.ddaily.co.kr/page/view/2024072317464203545,https://n.news.naver.com/mnews/article/138/0002178299?sid=105,채널코퍼레이션은 환전 특화 <b>핀테크</b> 기업 트래블월렛이 자사 AI 메신저 '채널톡' 도입으로 단순 고객문의 응대 건수가 1년만에 25% 감소했다고 23일 밝혔다. 채널코퍼레이션은 지난 5월부터 트래블월렛의 상담 업무 효율성... ,"Tue, 23 Jul 2024 17:48:00 +0900"
0,"신한은행, 서울시와 피노베이션 챌린지 스타트업 선발",https://www.sportsw.kr/news/newsview.php?ncode=1065582625033397,https://www.sportsw.kr/news/newsview.php?ncode=1065582625033397,공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 ‘제3회 피노베이션 챌린지 : EXPANSION’을 진행해 6개 스타트업을 선발했다고 23일 밝혔다. 피노베이션 챌린지는 <b>핀테크</b> 산업을 육성하고 글로벌 금융 시장을 선도할 예비... ,"Tue, 23 Jul 2024 17:40:00 +0900"
1,"수호아이오, 한국은행 CBDC 기반 디지털 바우처 관리 플랫폼 구축 사업 참여",https://decenter.kr/NewsView/2DBUPSDUBB,https://decenter.kr/NewsView/2DBUPSDUBB,블록체인 <b>핀테크</b> 전문기업 수호아이오가 한국은행의 중앙은행 디지털화폐(CBDC) 사업에 참여한다고 23일 밝혔다. 과학기술정보통신부와 한국인터넷진흥원(KISA)이 주관하는 ‘2024년 블록체인 공공분야 집중·확산사업’의... ,"Tue, 23 Jul 2024 17:32:00 +0900"
2,"카카오, 김범수 위원장 구속 따른 ‘위기 대응’ 가동",https://mydaily.co.kr/page/view/2024072317292902765,https://n.news.naver.com/mnews/article/117/0003854353?sid=103,작년 12월 <b>핀테크</b> 계열사 카카오페이의 미국 종합증권사 시버트 경영권 인수가 무산됐다. 카카오모빌리티의 유럽 최대 택시 호출 플랫폼 ‘프리나우(FreeNow)’ 인수도 어려워졌다. 이런 가운데 카카오는 올해 글로벌... ,"Tue, 23 Jul 2024 17:30:00 +0900"
3,"아이티센, 일본 암호자산 거래소와 협력…“RWA 생태계 확대”",https://www.ceoscoredaily.com/page/view/2024072317163443607,https://www.ceoscoredaily.com/page/view/2024072317163443607,"주요 주주사는 도쿄거래소에 상장된 인터트레이드와 미쓰이물산, 일본거래소그룹(JPX) 등으로 구성돼 있으며, 일본암호자산거래협회(JVCEA)와 <b>핀테크</b>협회, 토큰증권협회(JSTA)에 소속돼 있다. 이번 MOU에 따라 양사는... ","Tue, 23 Jul 2024 17:18:00 +0900"
4,"캠퍼스타운 기업성장센터, '트리플에스 통합데모데이' 시행",https://zdnet.co.kr/view/?no=20240723171613,https://n.news.naver.com/mnews/article/092/0002339318?sid=105,"'트리플에스 통합데모데이'는 6개 기관(건국대학교 창업지원단, 서대문구청, 서울창조경제혁신센터, 제2서울<b>핀테크</b>랩, 숭실대학교 창업지원단, 캠퍼스타운 기업성장센터)이 참여하는 데모데이 프로그램이다. 이... ","Tue, 23 Jul 2024 17:17:00 +0900"
5,"대한민국 벤처업계, 패러다임 전환 통한 글로벌 리더십 확보 시급하다",http://www.ifs.or.kr/bbs/board.php?bo_table=News&wr_id=54284,http://www.ifs.or.kr/bbs/board.php?bo_table=News&wr_id=54284,"2000년대 들어서면서는 <b>핀테크</b>, 이커머스, 모빌리티 등 다양한 분야에서 혁신적인 스타트업들이 등장하며 벤처 생태계를 더욱 풍성하게 만들었습니다. 이러한 벤처기업들의 성장은 대한민국 경제에 실질적인 변화를... ","Tue, 23 Jul 2024 17:16:00 +0900"
6,"[단독] 비바리퍼블리카, 직장내 괴롭힘 '빈발'…성과지상주의 경영의 이면",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202407230397&t=NN,https://n.news.naver.com/mnews/article/215/0001172124?sid=101,"한국경제TV가 확보한 고용노동부의 '주요 <b>핀테크</b> 기업의 직장내 괴롭힘 분쟁 현황' 자료에 따르면, 비바리퍼블리카를 비롯한 토스 계열사에서 최근 2년여간 총 5차례의 직장 내 괴롭힘 관련 분쟁이 발생한 것으로... ","Tue, 23 Jul 2024 17:11:00 +0900"
7,"신한은행•신한카드•신한투자증권, 서울시와 '제3회 피노베이션 챌린지' 스타...",https://www.thepublic.kr/news/articleView.html?idxno=230511,https://www.thepublic.kr/news/articleView.html?idxno=230511,공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지 : EXPANSION'을 진행해 6개 스타트업을 선발했다고 밝혔다. 피노베이션 챌린지는 예비 유니콘 <b>핀테크</b> 기업을 발굴하기 위해 서울시와 신한금융그룹이... ,"Tue, 23 Jul 2024 17:10:00 +0900"
8,"[이슈체크] 카카오, 창사 이래 최대 위기 직면...창립자 김범수 '구속'",http://www.sisunnews.co.kr/news/articleView.html?idxno=213292,http://www.sisunnews.co.kr/news/articleView.html?idxno=213292,이미 작년 12월 카카오의 <b>핀테크</b> 계열사 카카오페이는 사법리스크 여파로 미국 종합증권사 시버트 경영권 인수가 무산됐으며 카카오모빌리티의 유럽 최대 택시 호출 플랫폼 '프리나우'(FreeNow) 인수도 사실상 물 건너간... ,"Tue, 23 Jul 2024 17:10:00 +0900"
9,"신세계인터내셔날 에스아이빌리지, '트래블월렛' 바캉스 프로모션",https://www.mediapen.com/news/view/939480,https://www.mediapen.com/news/view/939480,신세계인터내셔날의 자체 디지털 플랫폼 에스아이빌리지(S.I.VILLAGE)가 <b>핀테크</b> 기업 ‘트래블월렛’과 함께 오는 8월 18일까지 ‘바캉스 쇼핑 프로모션’을 진행한다고 23일 밝혔다. /사진=신세계인터내셔날 트래블월렛은... ,"Tue, 23 Jul 2024 17:04:00 +0900"
0,[커지는 외국인 금융시장] K-컬처 열풍에 방한객↑ 외국인 전용 선불 카드 인...,http://www.segyebiz.com/newsView/20240723515628?OutUrl=naver,http://www.segyebiz.com/newsView/20240723515628?OutUrl=naver,<b>핀테크</b> 기업 아이오로라의 ‘나마네 카드’는 교통카드와 충전식 선불카드를 결합한 상품이다. 사용자가 원하는 사진으로 카드 디자인을 커스터마이징 할 수 있어 일반 관광객 및 케이팝 아이돌 콘서트 관람을 위해... ,"Tue, 23 Jul 2024 17:04:00 +0900"
1,"신한은행, 제3회 피노베이션 챌린지 스타트업 6개사 선발",https://www.obsnews.co.kr/news/articleView.html?idxno=1449398,https://www.obsnews.co.kr/news/articleView.html?idxno=1449398,피노베이션 챌린지는 <b>핀테크</b> 산업을 육성하고 글로벌 금융 시장을 선도할 예비 유니콘 <b>핀테크</b> 기업을 발굴하기 위해 신한금융그룹과 서울시가 함께 추진하고 있는 <b>핀테크</b> 특화 오픈이노베이션입니다. 올해는 '<b>핀테크</b>... ,"Tue, 23 Jul 2024 16:54:00 +0900"
2,"에스아이빌리지, 트래블월렛과 바캉스 프로모션",http://www.g-enews.com/ko-kr/news/article/news_all/2024072316475180640687539213_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2024072316475180640687539213_1/article.html,신세계인터내셔날의 자체 디지털 플랫폼 에스아이빌리지(S.I.VILLAGE)는 <b>핀테크</b> 기업 ‘트래블월렛’과 함께 오는 8월 18일까지 ‘바캉스 쇼핑 프로모션’을 진행한다고 23일 밝혔다. 트래블월렛은 글로벌 페이먼트 서비스... ,"Tue, 23 Jul 2024 16:50:00 +0900"
3,"카카오 창업자 김범수, 시장 조작 혐의로 체포",https://www.tokenpost.kr/article-188292,https://www.tokenpost.kr/article-188292,"법원이 김범수를 유죄로 판결할 경우, 이 한국 대기업은 온라인 <b>핀테크</b> 계열사에 대한 지분을 줄여야 할 수도 있어 다른 투자자들에게 여지를 줄 수 있다. 한국 당국은 수십 년 동안 뇌물 수수나 기타 범죄 혐의로... ","Tue, 23 Jul 2024 16:42:00 +0900"
4,"[논란의 IPO_뱅크웨어글로벌] 아쉬운 적자행진 '뱅크웨어글로벌', 상장에 빨간...",http://www.newsworker.co.kr/news/articleView.html?idxno=340945,http://www.newsworker.co.kr/news/articleView.html?idxno=340945,"뱅크웨어글로벌의 고객사는 아시아 7개 국 내 금융공공기관, 상업은행, 저축은행, 캐피탈 사, <b>핀테크</b> 사 등이며 대표적으로는 중국의 알리바바의 인터넷은행인 마이뱅크, 한국의 케이뱅크, 대만의 라인뱅크 등에... ","Tue, 23 Jul 2024 16:36:00 +0900"
5,"신한은행, 서울시와 '피노베이션 챌린지' 스타트업 6개사 선발",http://www.enewstoday.co.kr/news/articleView.html?idxno=2155678,http://www.enewstoday.co.kr/news/articleView.html?idxno=2155678,서울시와 신한금융그룹이 서울시민을 위한 혁신 <b>핀테크</b> 스타트업 발굴·지원에 나섰다. 신한은행은... 피노베이션 챌린지는 <b>핀테크</b> 산업을 육성하고 글로벌 금융 시장을 선도할 예비 유니콘 <b>핀테크</b> 기업을 발굴하기 위해... ,"Tue, 23 Jul 2024 16:31:00 +0900"
6,"신한은행·카드·투자증권, 서울시와 ‘피노베이션 챌린지’ 스타트업 6개사 ...",https://www.todayeconomic.com/news/article.html?no=26070,https://www.todayeconomic.com/news/article.html?no=26070,공동으로 <b>핀테크</b> 혁신 스타트업을 육성‧지원하는 ‘제3회 피노베이션 챌린지:EXPANSION’을 진행해 6개 스타트업을 선발했다고 23일 밝혔다. 피노베이션 챌린지는 <b>핀테크</b> 산업을 육성하고 글로벌 금융 시장을 선도할 예비... ,"Tue, 23 Jul 2024 16:30:00 +0900"
7,"BC카드 신규회원수 증가 '깜짝 1위', 최원석 자체카드 확대 전략 성과 입증",https://www.businesspost.co.kr/BP?command=article_view&num=359843,https://www.businesspost.co.kr/BP?command=article_view&num=359843,"자체카드는 말 그대로 BC카드가 직접 발급하는 카드, 회원사카드는 지방은행이나 <b>핀테크</b>사 등 BC카드가 카드업무를 대행하는 회원사들의 카드다. 상반기 BC카드 자체카드의 본인기준 신규회원 수는 69만8천 명으로 전체... ","Tue, 23 Jul 2024 16:26:00 +0900"
8,<b>핀테크</b> '자담대'에 올라탄 전북은행·상상인저축,http://www.inews24.com/view/1744806,https://n.news.naver.com/mnews/article/031/0000855807?sid=101,23일 상상인저축은행은 대출 비교 <b>핀테크</b> 기업인 핀다·네이버페이·카카오페이에서 '뱅뱅 자동차 담보... 1금융권에선 <b>핀테크</b> 자담대를 오픈한 건 전북은행이 처음이다. <b>핀테크</b>에선 자담대의 인기가 점점 올라가고... ,"Tue, 23 Jul 2024 16:23:00 +0900"
9,"[유통갤러리] 서울우유, ‘무지방 우유’ 출시 외",http://theviewers.co.kr/View.aspx?No=3310537,http://theviewers.co.kr/View.aspx?No=3310537,"◆에스아이빌리지, 바캉스 프로모션 신세계인터내셔날의 자체 디지털 플랫폼 에스아이빌리지(S.I.VILLAGE)는 <b>핀테크</b> 기업 ‘트래블월렛’과 함께 오는 8월18일까지 ‘바캉스 쇼핑 프로모션’을 진행한다. 트래블월렛... ","Tue, 23 Jul 2024 16:22:00 +0900"
0,"신한은행·카드·투자증권, 서울시와 서울시민 위한 혁신 <b>핀테크</b> 스타트업 발...",http://www.techholic.co.kr/news/articleView.html?idxno=213346,http://www.techholic.co.kr/news/articleView.html?idxno=213346,공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지 : EXPANSION'을 진행하고 6개 스타트업을 선발했다고 23일 밝혔다. 피노베이션 챌린지는 서울시와 신한금융그룹이 <b>핀테크</b> 산업을 육성하고 글로벌 금융... ,"Tue, 23 Jul 2024 16:18:00 +0900"
1,"유컴패니온, 라오스 R&amp;D센터 개소…토스, 공정거래 자율준수 프로그램 도입 [...",http://www.sisaon.co.kr/news/articleView.html?idxno=162750,http://www.sisaon.co.kr/news/articleView.html?idxno=162750,"유컴패니온과 로고스 외국대학 관계자들이 기념촬영을 하고 있는 모습. ⓒ사진제공 = 유컴패니온 유컴패니온, 라오스 현지 부설협력연구소 개소 유컴패니온은 최근 라오스 현지의 로고스 외국대학교와 함께... ","Tue, 23 Jul 2024 16:06:00 +0900"
2,[ET시론] 메타버스 오디오 장치로 가장 이상적인 스피커는?,https://www.etnews.com/20240723000013,https://n.news.naver.com/mnews/article/030/0003225924?sid=110,"2016년에는 영상인식 AI 벤처기업인 알체라를 창업하고 대표로서 경영하면서, 스노우카메라의 지능형 증강현실(AR) 기능을 개발했고, 얼굴인식 기술을 인천공항 등의 공공시설, <b>핀테크</b>, 민간시설 등에 적용해 과기정통부... ","Tue, 23 Jul 2024 16:01:00 +0900"
3,자금 사정 어떻길래…티몬·위메프 '정산 지연 사태' 이유 있었다,https://www.newspim.com/news/view/20240723000870,https://www.newspim.com/news/view/20240723000870,"'올라', '페이코' 등 <b>핀테크</b> 서비스도 거래를 중단하고 있어 현재 결제 시에 '가맹점 ID가 유효하지 않다'는 알림이 뜨기도 한다. 전날 웹투어 등 여행사들은 일찍이 상품 판매를 잠정 중단하기도 했다. 여행사의 한... ","Tue, 23 Jul 2024 16:01:00 +0900"
4,"카카오·김범수에 발목잡힌 카카오뱅크, 위기 더 커졌다",http://www.newswatch.kr/news/articleView.html?idxno=68489,http://www.newswatch.kr/news/articleView.html?idxno=68489,일례로 지난해 12월 12월 카카오의 <b>핀테크</b> 계열사 카카오페이의 미국 종합증권사 시버트 경영권 인수가 무산됐으며 카카오모빌리티의 유럽 최대 택시 호출 플랫폼 '프리나우'(FreeNow) 인수도 사실상 무위가 된 것으로... ,"Tue, 23 Jul 2024 16:00:00 +0900"
5,"신한은행, 서울시 손잡고 혁신 <b>핀테크</b> 스타트업 6곳 육성",https://isplus.com/article/view/isp202407230170,https://n.news.naver.com/mnews/article/241/0003367439?sid=101,"신한은행은 신한카드, 신한투자증권, 서울시와 공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지'를 진행해 6개 스타트업을 선발했다고 23일 밝혔다. 이번 챌린지는 <b>핀테크</b>, AI(인공지능), 디지털... ","Tue, 23 Jul 2024 15:58:00 +0900"
6,[금융리더탐구] 김기홍 JB금융 회장①'작지만 강한' 강소금융 주력…수익성↑,http://www.ftoday.co.kr/news/articleView.html?idxno=325729,http://www.ftoday.co.kr/news/articleView.html?idxno=325729,경영 효율성을 제고시킨 이후엔 지속적인 재무 관리·디지털·<b>핀테크</b> 등 신사업 육성에 방점을 둔... 실제 재편된 미래성장본부에서는 지난해 7월 <b>핀테크</b> 기업 '핀다' 지분을 인수하고 지분을 취득하는 등 성과를... ,"Tue, 23 Jul 2024 15:58:00 +0900"
7,"수호아이오, 한국은행 CBDC 기반 디지털 바우처 관리 플랫폼 참여",https://www.busan.com/view/busan/view.php?code=2024072315541114268,https://n.news.naver.com/mnews/article/082/0001280639?sid=101,블록체인 <b>핀테크</b> 전문기업 수호아이오는 한국은행의 중앙은행 디지털화폐(CBDC) 사업에 참여한다고 23일 밝혔다. 과학기술정보통신부와 한국인터넷진흥원(KISA)이 주관하는 ‘2024년 블록체인 공공분야 집중·확산사업’... ,"Tue, 23 Jul 2024 15:55:00 +0900"
8,"신한은행•신한카드•신한투자증권, 서울시와 '제3회 피노베이션 챌린지 스타...",http://www.thefirstmedia.net/news/articleView.html?idxno=150604,http://www.thefirstmedia.net/news/articleView.html?idxno=150604,공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지 : EXPANSION'을 진행해 6개 스타트업을 선발했다고 23일 밝혔다. 피노베이션 챌린지는 <b>핀테크</b> 산업을 육성하고 글로벌 금융 시장을 선도할 예비 유니콘... ,"Tue, 23 Jul 2024 15:54:00 +0900"
9,"신한금융-서울시, 혁신 <b>핀테크</b> 스타트업 6개사 선발 [은행·카드오늘]",http://www.sisaon.co.kr/news/articleView.html?idxno=162752,http://www.sisaon.co.kr/news/articleView.html?idxno=162752,"ⓒ신한은행 신한금융-서울시, 올해 혁신 <b>핀테크</b> 스타트업 6개사 선발 신한은행(은행장 정상혁)과 신한카드, 신한투자증권은 서울시와 함께 공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지... ","Tue, 23 Jul 2024 15:52:00 +0900"
0,[은행가소식] 하나은행-한화에어로스페이스 K-방위산업 수출 지원,https://www.asiatime.co.kr/article/20240723500315,https://www.asiatime.co.kr/article/20240723500315,공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지 : EXPANSION'을 진행해 6개 스타트업을... 기회 △서울<b>핀테크</b>랩 또는 신한퓨처스랩 입주 △지속적인 협업 기회 등을 제공해 성장을 도울 예정이다.... ,"Tue, 23 Jul 2024 15:48:00 +0900"
1,"신한은행·카드·증권, 서울시와 혁신 <b>핀테크</b> 스타트업 6개사 선발...투자기회...",http://www.thevaluenews.co.kr/news/view.php?idx=184452,http://www.thevaluenews.co.kr/news/view.php?idx=184452,"신한은행(은행장 정상혁), 신한카드, 신한투자증권이 서울시와 함께 혁신 <b>핀테크</b> 스타트업을 발굴, 지원한다. 최종 선발된 스타트업에게는 투자 기회 지원 및 신한퓨처스랩, 서울<b>핀테크</b>랩의 체계적 육성프로그램을... ","Tue, 23 Jul 2024 15:44:00 +0900"
2,"아이티센, 일본 가상자산거래소와 ‘맞손’…“RWA 생태계 확대”",https://www.busan.com/view/busan/view.php?code=2024072315402393470,https://n.news.naver.com/mnews/article/082/0001280634?sid=101,"일본 가상자산거래협회(JVCEA)와 <b>핀테크</b>협회, 토큰증권협회(JSTA)에도 소속돼 있다. 양사는 이번 협약을... 일본 가상자산거래협회(JVCEA)와 <b>핀테크</b>협회, 토큰증권협회(JSTA)에도 소속돼 있다. 양사는 이번 협약을 통해... ","Tue, 23 Jul 2024 15:42:00 +0900"
3,"[POP!이벤트] 롯데百, '데드풀과 울버린' 개봉 기념 팝업 행사 진행 外 이벤트...",http://www.popcornnews.net/news/articleView.html?idxno=63284,http://www.popcornnews.net/news/articleView.html?idxno=63284,신세계인터내셔날의 자체 디지털 플랫폼 에스아이빌리지(S.I.VILLAGE)는 <b>핀테크</b> 기업 '트래블월렛'과 함께 오는 8월 18일까지 '바캉스 쇼핑 프로모션'을 진행한다. 트래블월렛은 글로벌 페이먼트 서비스 기업으로 전 세계... ,"Tue, 23 Jul 2024 15:36:00 +0900"
4,"신한금융, 서울시와 제3회 피노베이션 챌린지 스타트업 6개사 선발",http://www.joseilbo.com/news/news_read.php?uid=521876&class=18&grp=,https://n.news.naver.com/mnews/article/123/0002338872?sid=101,공동으로 <b>핀테크</b> 혁신 스타트업을 육성하는 '제3회 피노베이션 챌린지 : EXPANSION'을 진행해 6개 스타트업을 선발했다고 23일 밝혔다. 피노베이션 챌린지는 <b>핀테크</b> 산업을 육성하고 글로벌 금융 시장을 선도할 예비 유니콘... ,"Tue, 23 Jul 2024 15:16:00 +0900"
